clone,cnv,chr,start,end
O,3,5,19000001,19500000
O,3,5,19500001,2e+07
O,3,5,20000001,20500000
O,3,5,2000001,2500000
O,3,5,20500001,2.1e+07
O,3,5,22500001,2.3e+07
O,3,5,23000001,23500000
O,3,5,23500001,2.4e+07
O,3,5,24000001,24500000
O,3,5,24500001,2.5e+07
O,3,5,2500001,3e+06
O,3,5,25500001,2.6e+07
O,3,5,26000001,26500000
O,3,5,26500001,2.7e+07
O,3,5,27000001,27500000
O,3,5,27500001,2.8e+07
O,3,5,28000001,28500000
O,3,5,29500001,3e+07
O,3,5,3000001,3500000
O,3,5,30500001,3.1e+07
O,3,5,31000001,31500000
O,3,5,31500001,3.2e+07
O,3,5,32000001,32500000
O,3,5,33500001,3.4e+07
O,3,5,34500001,3.5e+07
O,3,5,35000001,35500000
O,3,5,3500001,4e+06
O,3,5,35500001,3.6e+07
O,3,5,36000001,36500000
O,3,5,36500001,3.7e+07
O,3,5,37000001,37500000
O,3,5,37500001,3.8e+07
O,3,5,38000001,38500000
O,3,5,38500001,3.9e+07
O,3,5,39000001,39500000
O,3,5,40000001,40500000
O,3,5,4000001,4500000
O,3,5,41000001,41500000
O,3,5,41500001,4.2e+07
O,3,5,42000001,42500000
O,3,5,43000001,43500000
O,3,5,44000001,44500000
O,3,5,44500001,4.5e+07
O,3,5,45000001,45500000
O,3,5,4500001,5e+06
O,2,5,49500001,5e+07
O,2,5,50000001,50500000
O,3,5,5000001,5500000
O,2,5,51000001,51500000
O,2,5,51500001,5.2e+07
O,2,5,52000001,52500000
O,2,5,52500001,5.3e+07
O,2,5,53000001,53500000
O,2,5,53500001,5.4e+07
O,2,5,54000001,54500000
O,2,5,54500001,5.5e+07
O,2,5,55000001,55500000
O,3,5,5500001,6e+06
O,2,5,55500001,5.6e+07
O,2,5,56000001,56500000
O,2,5,57000001,57500000
O,2,5,58000001,58500000
O,2,5,58500001,5.9e+07
O,2,5,59000001,59500000
O,2,5,59500001,6e+07
O,2,5,60000001,60500000
O,3,5,6000001,6500000
O,2,5,60500001,6.1e+07
O,2,5,61000001,61500000
O,2,5,61500001,6.2e+07
O,2,5,63000001,63500000
O,2,5,63500001,6.4e+07
O,2,5,64500001,6.5e+07
O,2,5,65000001,65500000
O,3,5,6500001,7e+06
O,2,5,65500001,6.6e+07
O,2,5,66000001,66500000
O,2,5,66500001,6.7e+07
O,2,5,67500001,6.8e+07
O,2,5,68000001,68500000
O,2,5,71000001,71500000
O,2,5,71500001,7.2e+07
O,2,5,72000001,72500000
O,2,5,72500001,7.3e+07
O,2,5,73000001,73500000
O,2,5,73500001,7.4e+07
O,2,5,74000001,74500000
O,3,5,7500001,8e+06
O,2,5,75500001,7.6e+07
O,2,5,76000001,76500000
O,2,5,76500001,7.7e+07
O,2,5,77000001,77500000
O,2,5,78500001,7.9e+07
O,2,5,79500001,8e+07
O,2,5,80000001,80500000
O,3,5,8000001,8500000
O,2,5,81000001,81500000
O,2,5,82000001,82500000
O,2,5,83000001,83500000
O,2,5,83500001,8.4e+07
O,2,5,84000001,84500000
O,2,5,84500001,8.5e+07
O,2,5,85000001,85500000
O,3,5,8500001,9e+06
O,2,5,86000001,86500000
O,2,5,86500001,8.7e+07
O,2,5,87000001,87500000
O,2,5,87500001,8.8e+07
O,2,5,88000001,88500000
O,2,5,88500001,8.9e+07
O,2,5,89000001,89500000
O,2,5,90000001,90500000
O,3,5,9000001,9500000
O,2,5,90500001,9.1e+07
O,2,5,91000001,91500000
O,2,5,92000001,92500000
O,2,5,93000001,93500000
O,2,5,93500001,9.4e+07
O,2,5,94000001,94500000
O,2,5,94500001,9.5e+07
O,2,5,95000001,95500000
O,3,5,9500001,1e+07
O,2,5,95500001,9.6e+07
O,2,5,96000001,96500000
O,2,5,97500001,9.8e+07
O,2,5,98000001,98500000
O,2,5,98500001,9.9e+07
O,4,6,10000001,10500000
O,5,6,101000001,101500000
O,5,6,101500001,1.02e+08
O,5,6,102000001,102500000
O,5,6,103000001,103500000
O,5,6,103500001,1.04e+08
O,5,6,105000001,105500000
O,4,6,10500001,1.1e+07
O,5,6,105500001,1.06e+08
O,5,6,106000001,106500000
O,5,6,106500001,1.07e+08
O,5,6,107000001,107500000
O,4,6,107500001,1.08e+08
O,4,6,108000001,108500000
O,4,6,108500001,1.09e+08
O,4,6,109000001,109500000
O,4,6,110000001,110500000
O,4,6,11000001,11500000
O,4,6,110500001,1.11e+08
O,4,6,111000001,111500000
O,4,6,111500001,1.12e+08
O,4,6,112000001,112500000
O,4,6,112500001,1.13e+08
O,4,6,114000001,114500000
O,4,6,114500001,1.15e+08
O,4,6,11500001,1.2e+07
O,5,6,115500001,1.16e+08
O,5,6,116500001,1.17e+08
O,5,6,117500001,1.18e+08
O,5,6,118000001,118500000
O,5,6,118500001,1.19e+08
O,5,6,119000001,119500000
O,5,6,119500001,1.2e+08
O,5,6,120000001,120500000
O,4,6,12000001,12500000
O,5,6,120500001,1.21e+08
O,5,6,121500001,1.22e+08
O,5,6,122000001,122500000
O,5,6,122500001,1.23e+08
O,5,6,123000001,123500000
O,5,6,123500001,1.24e+08
O,5,6,124000001,124500000
O,5,6,124500001,1.25e+08
O,4,6,12500001,1.3e+07
O,5,6,126000001,126500000
O,5,6,126500001,1.27e+08
O,5,6,127000001,127500000
O,5,6,127500001,1.28e+08
O,5,6,128000001,128500000
O,5,6,128500001,1.29e+08
O,5,6,129500001,1.3e+08
O,5,6,130000001,130500000
O,4,6,13000001,13500000
O,5,6,130500001,1.31e+08
O,5,6,131000001,131500000
O,5,6,131500001,1.32e+08
O,5,6,132500001,1.33e+08
O,5,6,134000001,134500000
O,5,6,134500001,1.35e+08
O,5,6,135000001,135500000
O,4,6,13500001,1.4e+07
O,5,6,135500001,1.36e+08
O,4,6,136000001,136500000
O,4,6,136500001,1.37e+08
O,4,6,137000001,137500000
O,4,6,137500001,1.38e+08
O,4,6,138000001,138500000
O,4,6,138500001,1.39e+08
O,4,6,139000001,139500000
O,4,6,139500001,1.4e+08
O,4,6,140000001,140500000
O,4,6,14000001,14500000
O,4,6,140500001,1.41e+08
O,1,6,141000001,141500000
O,1,6,142500001,1.43e+08
O,1,6,143000001,143500000
O,1,6,143500001,1.44e+08
O,1,6,144000001,144500000
O,1,6,144500001,1.45e+08
O,1,6,145000001,145500000
O,4,6,14500001,1.5e+07
O,1,6,145500001,1.46e+08
O,1,6,146000001,146500000
O,1,6,146500001,1.47e+08
O,1,6,147000001,147500000
O,1,6,147500001,1.48e+08
O,1,6,148000001,148500000
O,1,6,148500001,1.49e+08
O,1,6,149000001,149500000
O,1,6,149500001,1.5e+08
O,1,6,150000001,150500000
O,4,6,15000001,15500000
O,4,6,1500001,2e+06
O,1,6,150500001,1.51e+08
O,1,6,151000001,151500000
O,1,6,151500001,1.52e+08
O,1,6,152000001,152500000
O,1,6,152500001,1.53e+08
O,1,6,153000001,153500000
O,1,6,153500001,1.54e+08
O,1,6,154000001,154500000
O,1,6,154500001,1.55e+08
O,1,6,155000001,155500000
O,4,6,15500001,1.6e+07
O,1,6,155500001,1.56e+08
O,1,6,157000001,157500000
O,1,6,158000001,158500000
O,1,6,158500001,1.59e+08
O,1,6,159000001,159500000
O,1,6,159500001,1.6e+08
O,1,6,160000001,160500000
O,4,6,16000001,16500000
O,1,6,160500001,1.61e+08
O,1,6,161500001,1.62e+08
O,1,6,162000001,162500000
O,1,6,162500001,1.63e+08
O,1,6,163500001,1.64e+08
O,1,6,164000001,164500000
O,1,6,164500001,1.65e+08
O,4,6,16500001,1.7e+07
O,1,6,165500001,1.66e+08
O,1,6,166000001,166500000
O,1,6,166500001,1.67e+08
O,1,6,167000001,167500000
O,2,6,168500001,1.69e+08
O,2,6,169000001,169500000
O,2,6,169500001,1.7e+08
O,4,6,17000001,17500000
O,4,6,17500001,1.8e+07
O,4,6,18000001,18500000
O,5,6,18500001,1.9e+07
O,5,6,19000001,19500000
O,5,6,20000001,20500000
O,5,6,20500001,2.1e+07
O,5,6,21000001,21500000
O,4,6,21500001,2.2e+07
O,4,6,22500001,2.3e+07
O,4,6,23000001,23500000
O,4,6,23500001,2.4e+07
O,4,6,24000001,24500000
O,4,6,25000001,25500000
O,4,6,2500001,3e+06
O,4,6,25500001,2.6e+07
O,4,6,26000001,26500000
O,4,6,27000001,27500000
O,4,6,27500001,2.8e+07
O,4,6,28000001,28500000
O,4,6,28500001,2.9e+07
O,4,6,29000001,29500000
O,4,6,29500001,3e+07
O,4,6,30000001,30500000
O,4,6,3000001,3500000
O,4,6,30500001,3.1e+07
O,4,6,31000001,31500000
O,4,6,32500001,3.3e+07
O,4,6,33000001,33500000
O,4,6,33500001,3.4e+07
O,4,6,34000001,34500000
O,4,6,34500001,3.5e+07
O,4,6,35000001,35500000
O,4,6,3500001,4e+06
O,4,6,35500001,3.6e+07
O,4,6,36000001,36500000
O,4,6,36500001,3.7e+07
O,4,6,37000001,37500000
O,4,6,37500001,3.8e+07
O,4,6,38000001,38500000
O,4,6,38500001,3.9e+07
O,4,6,39000001,39500000
O,4,6,39500001,4e+07
O,4,6,40000001,40500000
O,4,6,4000001,4500000
O,3,6,40500001,4.1e+07
O,3,6,41000001,41500000
O,3,6,41500001,4.2e+07
O,3,6,42000001,42500000
O,3,6,42500001,4.3e+07
O,3,6,43000001,43500000
O,3,6,43500001,4.4e+07
O,3,6,44000001,44500000
O,3,6,45000001,45500000
O,4,6,4500001,5e+06
O,3,6,45500001,4.6e+07
O,3,6,46000001,46500000
O,3,6,46500001,4.7e+07
O,3,6,47000001,47500000
O,3,6,47500001,4.8e+07
O,3,6,48000001,48500000
O,3,6,48500001,4.9e+07
O,1,6,49000001,49500000
O,1,6,49500001,5e+07
O,1,6,50000001,50500000
O,4,6,5000001,5500000
O,1,6,50500001,5.1e+07
O,1,6,51000001,51500000
O,1,6,52000001,52500000
O,1,6,52500001,5.3e+07
O,1,6,53000001,53500000
O,1,6,53500001,5.4e+07
O,1,6,54000001,54500000
O,1,6,54500001,5.5e+07
O,1,6,55000001,55500000
O,4,6,5500001,6e+06
O,1,6,55500001,5.6e+07
O,1,6,56000001,56500000
O,1,6,56500001,5.7e+07
O,5,6,62500001,6.3e+07
O,5,6,63000001,63500000
O,5,6,63500001,6.4e+07
O,5,6,64000001,64500000
O,5,6,64500001,6.5e+07
O,5,6,65000001,65500000
O,4,6,6500001,7e+06
O,5,6,65500001,6.6e+07
O,5,6,66000001,66500000
O,5,6,66500001,6.7e+07
O,5,6,67000001,67500000
O,5,6,67500001,6.8e+07
O,5,6,68000001,68500000
O,5,6,68500001,6.9e+07
O,5,6,69000001,69500000
O,4,6,69500001,7e+07
O,4,6,7000001,7500000
O,4,6,71000001,71500000
O,4,6,72000001,72500000
O,4,6,72500001,7.3e+07
O,4,6,74000001,74500000
O,4,6,75000001,75500000
O,4,6,7500001,8e+06
O,4,6,75500001,7.6e+07
O,4,6,76000001,76500000
O,4,6,76500001,7.7e+07
O,4,6,77000001,77500000
O,5,6,78500001,7.9e+07
O,5,6,79000001,79500000
O,5,6,79500001,8e+07
O,5,6,80000001,80500000
O,4,6,8000001,8500000
O,5,6,80500001,8.1e+07
O,5,6,81000001,81500000
O,5,6,82500001,8.3e+07
O,5,6,83500001,8.4e+07
O,5,6,84500001,8.5e+07
O,5,6,85500001,8.6e+07
O,5,6,86000001,86500000
O,5,6,88000001,88500000
O,5,6,88500001,8.9e+07
O,5,6,89500001,9e+07
O,5,6,90000001,90500000
O,4,6,9000001,9500000
O,5,6,90500001,9.1e+07
O,5,6,91000001,91500000
O,5,6,91500001,9.2e+07
O,5,6,92000001,92500000
O,5,6,92500001,9.3e+07
O,5,6,93000001,93500000
O,5,6,93500001,9.4e+07
O,5,6,94000001,94500000
O,5,6,95000001,95500000
O,5,6,96500001,9.7e+07
O,5,6,97000001,97500000
O,5,6,97500001,9.8e+07
O,5,6,98000001,98500000
O,5,6,99000001,99500000
O,5,6,99500001,1e+08
O,4,7,100000001,100500000
O,5,7,10000001,10500000
O,4,7,101000001,101500000
O,4,7,101500001,1.02e+08
O,4,7,103000001,103500000
O,4,7,103500001,1.04e+08
O,4,7,104500001,1.05e+08
O,4,7,105000001,105500000
O,5,7,10500001,1.1e+07
O,4,7,105500001,1.06e+08
O,4,7,106000001,106500000
O,4,7,106500001,1.07e+08
O,4,7,107000001,107500000
O,4,7,107500001,1.08e+08
O,4,7,108000001,108500000
O,4,7,108500001,1.09e+08
O,4,7,109000001,109500000
O,5,7,11000001,11500000
O,3,7,111000001,111500000
O,3,7,111500001,1.12e+08
O,3,7,112000001,112500000
O,3,7,113500001,1.14e+08
O,3,7,114000001,114500000
O,3,7,114500001,1.15e+08
O,3,7,115000001,115500000
O,5,7,11500001,1.2e+07
O,3,7,115500001,1.16e+08
O,3,7,116500001,1.17e+08
O,3,7,117000001,117500000
O,3,7,117500001,1.18e+08
O,3,7,118000001,118500000
O,3,7,118500001,1.19e+08
O,3,7,119000001,119500000
O,3,7,119500001,1.2e+08
O,3,7,120000001,120500000
O,5,7,12000001,12500000
O,3,7,120500001,1.21e+08
O,3,7,121000001,121500000
O,3,7,121500001,1.22e+08
O,3,7,122000001,122500000
O,3,7,122500001,1.23e+08
O,3,7,123000001,123500000
O,3,7,123500001,1.24e+08
O,3,7,124000001,124500000
O,3,7,124500001,1.25e+08
O,3,7,125000001,125500000
O,5,7,12500001,1.3e+07
O,3,7,125500001,1.26e+08
O,3,7,126000001,126500000
O,3,7,126500001,1.27e+08
O,3,7,127000001,127500000
O,3,7,127500001,1.28e+08
O,3,7,128500001,1.29e+08
O,3,7,129000001,129500000
O,3,7,129500001,1.3e+08
O,5,7,13000001,13500000
O,3,7,130500001,1.31e+08
O,3,7,131000001,131500000
O,3,7,131500001,1.32e+08
O,3,7,132000001,132500000
O,3,7,132500001,1.33e+08
O,3,7,133000001,133500000
O,3,7,133500001,1.34e+08
O,3,7,134000001,134500000
O,3,7,134500001,1.35e+08
O,3,7,135000001,135500000
O,5,7,13500001,1.4e+07
O,3,7,135500001,1.36e+08
O,3,7,137000001,137500000
O,3,7,137500001,1.38e+08
O,3,7,138000001,138500000
O,3,7,138500001,1.39e+08
O,3,7,139500001,1.4e+08
O,3,7,140000001,140500000
O,5,7,14000001,14500000
O,3,7,141000001,141500000
O,4,7,142500001,1.43e+08
O,4,7,144000001,144500000
O,4,7,144500001,1.45e+08
O,4,7,145000001,145500000
O,5,7,14500001,1.5e+07
O,4,7,145500001,1.46e+08
O,4,7,146000001,146500000
O,4,7,147000001,147500000
O,4,7,148000001,148500000
O,4,7,148500001,1.49e+08
O,4,7,149000001,149500000
O,4,7,149500001,1.5e+08
O,4,7,150000001,150500000
O,5,7,15000001,15500000
O,5,7,1500001,2e+06
O,4,7,150500001,1.51e+08
O,4,7,151000001,151500000
O,4,7,151500001,1.52e+08
O,4,7,152000001,152500000
O,4,7,152500001,1.53e+08
O,4,7,153000001,153500000
O,4,7,153500001,1.54e+08
O,4,7,154500001,1.55e+08
O,4,7,155000001,155500000
O,4,7,155500001,1.56e+08
O,4,7,156000001,156500000
O,4,7,156500001,1.57e+08
O,4,7,157000001,157500000
O,4,7,157500001,1.58e+08
O,4,7,158500001,1.59e+08
O,5,7,16000001,16500000
O,5,7,16500001,1.7e+07
O,5,7,17000001,17500000
O,5,7,17500001,1.8e+07
O,5,7,18000001,18500000
O,5,7,18500001,1.9e+07
O,5,7,19500001,2e+07
O,5,7,20000001,20500000
O,5,7,2000001,2500000
O,5,7,20500001,2.1e+07
O,5,7,21000001,21500000
O,5,7,21500001,2.2e+07
O,5,7,22000001,22500000
O,5,7,22500001,2.3e+07
O,5,7,23500001,2.4e+07
O,5,7,24000001,24500000
O,5,7,24500001,2.5e+07
O,5,7,2500001,3e+06
O,5,7,26000001,26500000
O,5,7,26500001,2.7e+07
O,5,7,27000001,27500000
O,5,7,27500001,2.8e+07
O,5,7,28000001,28500000
O,5,7,28500001,2.9e+07
O,5,7,29000001,29500000
O,5,7,29500001,3e+07
O,5,7,3000001,3500000
O,5,7,30500001,3.1e+07
O,5,7,31000001,31500000
O,5,7,31500001,3.2e+07
O,5,7,33000001,33500000
O,5,7,33500001,3.4e+07
O,5,7,3500001,4e+06
O,5,7,35500001,3.6e+07
O,5,7,36000001,36500000
O,5,7,36500001,3.7e+07
O,5,7,37000001,37500000
O,5,7,37500001,3.8e+07
O,5,7,38000001,38500000
O,5,7,38500001,3.9e+07
O,5,7,39000001,39500000
O,5,7,39500001,4e+07
O,5,7,40000001,40500000
O,5,7,4000001,4500000
O,5,7,40500001,4.1e+07
O,5,7,41000001,41500000
O,5,7,41500001,4.2e+07
O,5,7,42000001,42500000
O,5,7,42500001,4.3e+07
O,5,7,43000001,43500000
O,5,7,43500001,4.4e+07
O,5,7,44500001,4.5e+07
O,5,7,45000001,45500000
O,5,7,46000001,46500000
O,5,7,46500001,4.7e+07
O,5,7,47000001,47500000
O,5,7,47500001,4.8e+07
O,5,7,48000001,48500000
O,5,7,48500001,4.9e+07
O,5,7,49000001,49500000
O,5,7,5000001,5500000
O,5,7,500001,1e+06
O,5,7,50500001,5.1e+07
O,5,7,51000001,51500000
O,5,7,52000001,52500000
O,4,7,52500001,5.3e+07
O,4,7,53000001,53500000
O,4,7,53500001,5.4e+07
O,4,7,54000001,54500000
O,4,7,54500001,5.5e+07
O,4,7,55000001,55500000
O,5,7,5500001,6e+06
O,4,7,55500001,5.6e+07
O,3,7,57500001,5.8e+07
O,5,7,6000001,6500000
O,3,7,62000001,62500000
O,3,7,63500001,6.4e+07
O,3,7,64000001,64500000
O,5,7,6500001,7e+06
O,4,7,66000001,66500000
O,4,7,66500001,6.7e+07
O,4,7,67000001,67500000
O,4,7,67500001,6.8e+07
O,4,7,68000001,68500000
O,4,7,68500001,6.9e+07
O,4,7,69000001,69500000
O,4,7,70000001,70500000
O,5,7,7000001,7500000
O,4,7,70500001,7.1e+07
O,4,7,71000001,71500000
O,4,7,71500001,7.2e+07
O,4,7,73000001,73500000
O,4,7,73500001,7.4e+07
O,4,7,75500001,7.6e+07
O,4,7,77000001,77500000
O,4,7,77500001,7.8e+07
O,4,7,78000001,78500000
O,4,7,78500001,7.9e+07
O,4,7,79000001,79500000
O,4,7,79500001,8e+07
O,4,7,80000001,80500000
O,5,7,8000001,8500000
O,4,7,80500001,8.1e+07
O,4,7,81000001,81500000
O,4,7,81500001,8.2e+07
O,4,7,82000001,82500000
O,4,7,82500001,8.3e+07
O,4,7,83000001,83500000
O,4,7,84000001,84500000
O,4,7,84500001,8.5e+07
O,4,7,85000001,85500000
O,5,7,8500001,9e+06
O,4,7,86000001,86500000
O,4,7,87000001,87500000
O,4,7,87500001,8.8e+07
O,4,7,88000001,88500000
O,4,7,88500001,8.9e+07
O,4,7,89000001,89500000
O,4,7,89500001,9e+07
O,4,7,90000001,90500000
O,5,7,9000001,9500000
O,4,7,90500001,9.1e+07
O,4,7,91500001,9.2e+07
O,4,7,92000001,92500000
O,4,7,92500001,9.3e+07
O,4,7,93500001,9.4e+07
O,4,7,94000001,94500000
O,4,7,94500001,9.5e+07
O,4,7,95000001,95500000
O,5,7,9500001,1e+07
O,4,7,95500001,9.6e+07
O,4,7,96500001,9.7e+07
O,4,7,97500001,9.8e+07
O,4,7,98000001,98500000
O,4,7,98500001,9.9e+07
O,2,8,100000001,100500000
O,1,8,10000001,10500000
O,2,8,101000001,101500000
O,2,8,101500001,1.02e+08
O,2,8,102000001,102500000
O,2,8,103000001,103500000
O,2,8,103500001,1.04e+08
O,2,8,104000001,104500000
O,2,8,105000001,105500000
O,1,8,10500001,1.1e+07
O,2,8,106000001,106500000
O,2,8,106500001,1.07e+08
O,2,8,107000001,107500000
O,2,8,107500001,1.08e+08
O,2,8,108000001,108500000
O,2,8,108500001,1.09e+08
O,2,8,109000001,109500000
O,2,8,109500001,1.1e+08
O,2,8,110000001,110500000
O,1,8,11000001,11500000
O,2,8,110500001,1.11e+08
O,2,8,111000001,111500000
O,2,8,111500001,1.12e+08
O,2,8,112000001,112500000
O,2,8,112500001,1.13e+08
O,2,8,113000001,113500000
O,2,8,113500001,1.14e+08
O,2,8,114000001,114500000
O,2,8,116000001,116500000
O,2,8,116500001,1.17e+08
O,2,8,117000001,117500000
O,2,8,117500001,1.18e+08
O,2,8,118000001,118500000
O,2,8,118500001,1.19e+08
O,2,8,119000001,119500000
O,2,8,119500001,1.2e+08
O,2,8,120500001,1.21e+08
O,2,8,121000001,121500000
O,2,8,121500001,1.22e+08
O,2,8,122500001,1.23e+08
O,2,8,123500001,1.24e+08
O,2,8,124000001,124500000
O,2,8,124500001,1.25e+08
O,2,8,125000001,125500000
O,1,8,12500001,1.3e+07
O,2,8,125500001,1.26e+08
O,2,8,126000001,126500000
O,2,8,127500001,1.28e+08
O,2,8,128500001,1.29e+08
O,2,8,130000001,130500000
O,1,8,13000001,13500000
O,2,8,130500001,1.31e+08
O,2,8,131000001,131500000
O,2,8,131500001,1.32e+08
O,2,8,132000001,132500000
O,2,8,133000001,133500000
O,2,8,133500001,1.34e+08
O,2,8,134000001,134500000
O,2,8,134500001,1.35e+08
O,1,8,13500001,1.4e+07
O,2,8,135500001,1.36e+08
O,2,8,136000001,136500000
O,2,8,137500001,1.38e+08
O,2,8,138000001,138500000
O,2,8,138500001,1.39e+08
O,2,8,139000001,139500000
O,2,8,139500001,1.4e+08
O,2,8,140000001,140500000
O,1,8,14000001,14500000
O,2,8,140500001,1.41e+08
O,2,8,141000001,141500000
O,2,8,141500001,1.42e+08
O,2,8,142000001,142500000
O,2,8,143000001,143500000
O,4,8,143500001,1.44e+08
O,4,8,144000001,144500000
O,4,8,144500001,1.45e+08
O,1,8,14500001,1.5e+07
O,4,8,145500001,1.46e+08
O,1,8,15500001,1.6e+07
O,1,8,16000001,16500000
O,1,8,17000001,17500000
O,1,8,17500001,1.8e+07
O,1,8,18000001,18500000
O,1,8,18500001,1.9e+07
O,1,8,19000001,19500000
O,1,8,19500001,2e+07
O,1,8,20000001,20500000
O,1,8,2000001,2500000
O,1,8,20500001,2.1e+07
O,1,8,21000001,21500000
O,1,8,22000001,22500000
O,1,8,22500001,2.3e+07
O,1,8,23000001,23500000
O,1,8,23500001,2.4e+07
O,1,8,24000001,24500000
O,1,8,24500001,2.5e+07
O,1,8,25000001,25500000
O,1,8,2500001,3e+06
O,1,8,25500001,2.6e+07
O,1,8,26000001,26500000
O,1,8,27000001,27500000
O,1,8,27500001,2.8e+07
O,1,8,28000001,28500000
O,1,8,28500001,2.9e+07
O,1,8,29000001,29500000
O,1,8,29500001,3e+07
O,1,8,30000001,30500000
O,1,8,3000001,3500000
O,1,8,30500001,3.1e+07
O,1,8,31000001,31500000
O,1,8,31500001,3.2e+07
O,9,8,32000001,32500000
O,9,8,32500001,3.3e+07
O,9,8,33000001,33500000
O,9,8,33500001,3.4e+07
O,9,8,34000001,34500000
O,9,8,34500001,3.5e+07
O,1,8,3500001,4e+06
O,9,8,35500001,3.6e+07
O,9,8,36500001,3.7e+07
O,9,8,37000001,37500000
O,9,8,37500001,3.8e+07
O,9,8,38000001,38500000
O,9,8,38500001,3.9e+07
O,9,8,39000001,39500000
O,9,8,39500001,4e+07
O,1,8,4000001,4500000
O,9,8,40500001,4.1e+07
O,9,8,41000001,41500000
O,9,8,41500001,4.2e+07
O,9,8,42000001,42500000
O,9,8,42500001,4.3e+07
O,1,8,4500001,5e+06
O,3,8,47000001,47500000
O,3,8,48500001,4.9e+07
O,3,8,49000001,49500000
O,3,8,49500001,5e+07
O,3,8,50000001,50500000
O,1,8,5000001,5500000
O,3,8,50500001,5.1e+07
O,3,8,51000001,51500000
O,3,8,51500001,5.2e+07
O,3,8,52000001,52500000
O,3,8,52500001,5.3e+07
O,3,8,53000001,53500000
O,3,8,53500001,5.4e+07
O,3,8,54000001,54500000
O,3,8,55000001,55500000
O,1,8,5500001,6e+06
O,3,8,55500001,5.6e+07
O,3,8,56000001,56500000
O,3,8,56500001,5.7e+07
O,3,8,57000001,57500000
O,3,8,57500001,5.8e+07
O,3,8,58000001,58500000
O,3,8,58500001,5.9e+07
O,3,8,59000001,59500000
O,3,8,60000001,60500000
O,1,8,6000001,6500000
O,3,8,60500001,6.1e+07
O,3,8,61000001,61500000
O,3,8,61500001,6.2e+07
O,3,8,62000001,62500000
O,3,8,62500001,6.3e+07
O,3,8,63000001,63500000
O,3,8,63500001,6.4e+07
O,3,8,64000001,64500000
O,3,8,65000001,65500000
O,3,8,65500001,6.6e+07
O,3,8,66000001,66500000
O,3,8,66500001,6.7e+07
O,3,8,67000001,67500000
O,3,8,67500001,6.8e+07
O,3,8,68000001,68500000
O,3,8,68500001,6.9e+07
O,3,8,69500001,7e+07
O,3,8,70000001,70500000
O,3,8,70500001,7.1e+07
O,3,8,71000001,71500000
O,3,8,72000001,72500000
O,3,8,72500001,7.3e+07
O,2,8,74000001,74500000
O,2,8,74500001,7.5e+07
O,2,8,75000001,75500000
O,2,8,76500001,7.7e+07
O,2,8,77000001,77500000
O,2,8,77500001,7.8e+07
O,2,8,78000001,78500000
O,2,8,78500001,7.9e+07
O,2,8,79000001,79500000
O,2,8,79500001,8e+07
O,2,8,80000001,80500000
O,1,8,8000001,8500000
O,2,8,80500001,8.1e+07
O,2,8,81000001,81500000
O,2,8,81500001,8.2e+07
O,2,8,82000001,82500000
O,2,8,82500001,8.3e+07
O,2,8,83000001,83500000
O,2,8,83500001,8.4e+07
O,2,8,84000001,84500000
O,2,8,84500001,8.5e+07
O,1,8,8500001,9e+06
O,2,8,86000001,86500000
O,2,8,87000001,87500000
O,2,8,87500001,8.8e+07
O,2,8,88500001,8.9e+07
O,2,8,90000001,90500000
O,1,8,9000001,9500000
O,2,8,91000001,91500000
O,2,8,91500001,9.2e+07
O,2,8,92000001,92500000
O,2,8,93000001,93500000
O,2,8,93500001,9.4e+07
O,2,8,94500001,9.5e+07
O,2,8,95000001,95500000
O,1,8,9500001,1e+07
O,2,8,95500001,9.6e+07
O,2,8,96000001,96500000
O,2,8,97000001,97500000
O,2,8,97500001,9.8e+07
O,2,8,98500001,9.9e+07
O,2,8,99000001,99500000
O,2,9,100000001,100500000
O,2,9,10000001,10500000
O,2,9,100500001,1.01e+08
O,2,9,101000001,101500000
O,2,9,101500001,1.02e+08
O,2,9,102000001,102500000
O,2,9,102500001,1.03e+08
O,2,9,103000001,103500000
O,3,9,104000001,104500000
O,3,9,105000001,105500000
O,2,9,10500001,1.1e+07
O,3,9,105500001,1.06e+08
O,3,9,106000001,106500000
O,3,9,106500001,1.07e+08
O,3,9,107000001,107500000
O,3,9,107500001,1.08e+08
O,3,9,109000001,109500000
O,3,9,109500001,1.1e+08
O,3,9,110000001,110500000
O,2,9,11000001,11500000
O,3,9,110500001,1.11e+08
O,3,9,111000001,111500000
O,3,9,111500001,1.12e+08
O,3,9,112000001,112500000
O,3,9,112500001,1.13e+08
O,3,9,114000001,114500000
O,3,9,114500001,1.15e+08
O,3,9,115000001,115500000
O,2,9,11500001,1.2e+07
O,3,9,116000001,116500000
O,3,9,116500001,1.17e+08
O,3,9,117000001,117500000
O,3,9,117500001,1.18e+08
O,3,9,118000001,118500000
O,3,9,118500001,1.19e+08
O,3,9,119000001,119500000
O,3,9,119500001,1.2e+08
O,3,9,120000001,120500000
O,2,9,12000001,12500000
O,3,9,120500001,1.21e+08
O,3,9,121000001,121500000
O,3,9,121500001,1.22e+08
O,3,9,122000001,122500000
O,3,9,122500001,1.23e+08
O,3,9,123000001,123500000
O,3,9,123500001,1.24e+08
O,3,9,124000001,124500000
O,3,9,124500001,1.25e+08
O,3,9,125000001,125500000
O,2,9,12500001,1.3e+07
O,3,9,125500001,1.26e+08
O,3,9,126000001,126500000
