experiment_type,Damian_annotation,DOB,Transplant_Date,V3,Transplant_site,Age_at transplant,Strain,Tumor_ID,Patient_ID,SA_ID,Passage,Source_type,Treatment_naive/pre,Date_of Dx,Age_at Dx,Metastasis...15,Mets_at Dx,Date_of mets Dx,Mets_site,SQL_Barcode,Cage,Comments_for surgery,Wound_dehiscence,V23,V24,DLP_ID,10X_ID,Intrathoracic_Mass,Histology,Cell_suspension vol (ul),Last_tumor palpation,V31,Next_tumor palpation,V33,Primary_tumor removal,12_wks from PTR,16_wks from PTR,Euthanize,PTR-Mets,Time_to mets detection,PET/CT,Second_surgery,8wks_after PTR,Metastasis...43,metastatic_site,DATE1,TumourVol1,DATE2,TumourVol2,DATE3,TumourVol3,DATE4,TumourVol4,DATE5,TumourVol5,DATE6,TumourVol6,DATE7,TumourVol7,DATE8,TumourVol8,DATE9,TumourVol9,DATE10,TumourVol10,DATE11,TumourVol11,DATE12,TumourVol12,DATE13,TumourVol13,DATE14,TumourVol14,DATE15,TumourVol15,DATE16,TumourVol16,DATE17,TumourVol17,DATE18,TumourVol18,DATE19,TumourVol19,DATE20,TumourVol20,DATE21,TumourVol21,DATE22,TumourVol22,DATE23,TumourVol23,DATE24,TumourVol24,DATE25,TumourVol25,DATE26,TumourVol26,DATE27,TumourVol27,DATE28,TumourVol28,DATE29,TumourVol29,DATE30,TumourVol30,DATE31,TumourVol31,DATE32,TumourVol32,DATE33,TumourVol33,DATE34,TumourVol34,DATE35,TumourVol35,DATE36,TumourVol36,DATE37,TumourVol37,DATE38,TumourVol38,DATE39,TumourVol39
mixing_experiment_SA919,,17/05/2021,8/13/2021,L,MFP,,NSG,X0847-21122512,VBA0847,SA919,8,X7(X0847-2112251 prim),,,,,,,,4404,HL210813(1),,,"PTR on Oct 31/21, minor bleeding, FFPEx1, OCTx1, FFx2, TPx3, VFx4/ TPx1 used for mixing","Euth on Mar7/22, large posterior neck mass.
postneck (FFPEx1, FFx2, VFx4, OCTx1)",,,,,,,,,,10/31/21,,,3/7/22,,,,,,,,10/15/21,349.6,10/21/21,525.3,10/25/21,751.0,10/28/21,763.9,11/1/11,763.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mixing_experiment_SA919,,17/05/2021,8/13/2021,B,MFP,,NSG,X0847-21122523,VBA0847,SA919,8,X7(X0847-2112252 spinal met),,,,,,,,4405,HL210813(1),,,"PTR on Oct 31/21, minor bleeding, FFPEx1, OCTx1, FFx2, TPx3, VFx4/ TPx1 used for mixing","sick report on Jan 18/22, euthanized. posterior neck mass identified.
postneck (FFPEx1, FFx2, VFx4)",,,,,,,,,,10/31/21,,,1/18/22,,,,,,,,10/15/21,262.0,10/21/21,575.9,10/25/21,839.0,10/28/21,994.1,11/1/11,994.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mixing_experiment_SA919,,17/05/2021,8/13/2021,N,MFP,,NSG,X0847-21122524,VBA0847,SA919,8,X7(X0847-2112252 spinal met),,,,,,,,4406,HL210813(1),,,"PTR on Oct 31/21, minor bleeding, FFPEx1, OCTx1, FFx2, TPx2, VFx4","sick report on Feb16/22, euthanized by staff, huge neck mass",,,,,,,,,,10/31/21,,,2/16/22,,,,,,,,10/15/21,264.3,10/21/21,606.8,10/25/21,871.8,10/28/21,894.0,11/1/11,894.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mixing_experiment_SA919,,17/05/2021,8/13/2021,R,MFP,,NSG,X0847-21122513,VBA0847,SA919,,"X7(X0847-2112251 prim) + X7(X0847-2112252 spinal met)
Clone B+C",,,,,,,,4407,HL210813(2),,,"PTR on Nov 7/21, minor bleeding, FFPEx1, OCTx1, FFx2, TPx2, VFx4","sick report Jan29/22, euth Jan31/22, small posterior neck mass
postneck (FFx1, VFx2)",,,,,,,,,,11/7/21,,,1/31/22,,,,,,,,10/25/21,482.4,10/28/21,611.6,11/1/21,611.6,11/4/21,1013.7,11/7/21,1506.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mixing_experiment_SA919,,17/05/2021,8/13/2021,L,MFP,,NSG,X0847-21122514,VBA0847,SA919,,X7(X0847-2112251 prim) + X7(X0847-2112252 spinal met),,,,,,,,4408,HL210813(2),,,"PTR on Dec 5/21, minor bleeding, FFPEx1, OCTx1, FFx2, TPx2, VFx4","sick report on Feb17/22, euthanized by staff",,,,,,,,,,12/5/21,,,2/17/22,,,,,,,,11/18/21,160.8,11/22/21,377.8,11/25/21,377.8,11/29/21,638.4,12/2/21,911.1,12/5/21,1151.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mixing_experiment_SA919,,17/05/2021,8/13/2021,B,MFP,,NSG,X0847-21122515,VBA0847,SA919,,X7(X0847-2112251 prim) + X7(X0847-2112252 spinal met),,,,,,,,4409,HL210813(2),,,"PTR on Dec 20/21, minor bleeding, FFPEx1, OCTx1, FFx2, VFx4","sick report/euthanize on Feb23/22, no evidence of metastasis",,,,,,,,,,12/20/21,,,2/23/22,,,,,,,,11/25/21,115.5,11/29/21,219.4,12/2/21,219.4,12/5/21,387.5,12/10/21,450.0,12/13/21,617.90,12/16/21,617.9,2021-12-20,834.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mixing_experiment_SA919,,17/05/2021,8/13/2021,N,MFP,,NSG,X0847-21122516,VBA0847,SA919,,X7(X0847-2112251 prim) + X7(X0847-2112252 spinal met),,,,,,,,4410,HL210813(2),,,"PTR on Nov22/21, minor bleeding, FFPEx1, OCTx1, STPTx1, FFx2, TPx2, VFx4","sick report (wt loss) Jan24/22, euth Jan28/22, neck pass
Postneck (FFPEx2, FFx2, VFx4)",,,,,,,,,,11/22/21,,,1/28/22,,,,,,,,10/28/21,212.3,11/1/21,266.1,11/4/21,409.1,11/8/21,579.3,11/12/21,630.6,11/15/21,824.50,11/18/21,882.7,2021-11-22,882.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mixing_experiment_SA919,,31/07/2021,9/25/2021,R,MFP,,NSG,X0847-21644-21122511,VBA0847,SA919,,X0847-21644 + X0847-21122521 Clone A+C,,,,,,,,4468,HL210925,,,"PTR on Dec 5/21, minor bleeding, FFPEx1, OCTx1, FFx2, TPx2, VFx4","sick report/euth Mar3/22, very small mass at right lumbar spine level and another small mass above left kidney area. Left abdominal mass collected (FFPEx1)",,,,,,,,,,12/5/21,,,3/3/22,,,,,,,,11/15/21,103.8,11/18/21,147.9,11/22/21,352.2,11/25/21,480.2,11/29/21,673.0,12/2/21,762.00,12/5/21,1167.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mixing_experiment_SA919,,31/07/2021,9/25/2021,L,MFP,,NSG,X0847-21644-21122512,VBA0847,SA919,,X0847-21644 + X0847-21122521,,,,,,,,4469,HL210925,,,"PTR on Dec 5/21, minor bleeding, FFPEx1, OCTx1, FFx2, TPx2, VFx4","sick report/euth Feb19/22, no evidence of metastasis",,,,,,,,,,12/5/21,,,2/19/22,,,,,,,,11/15/21,147.9,11/18/21,225.2,11/22/21,326.0,11/25/21,508.0,11/29/21,508.0,12/2/21,823.30,12/5/21,949.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mixing_experiment_SA919,,31/07/2021,9/25/2021,B,MFP,,NSG,X0847-21644-21122513,VBA0847,SA919,,X0847-21644 + X0847-21122521,,,,,,,,4470,HL210925,,,"PTR on Nov23/21, minor bleeding, FFPEx1, OCTx1, FFx2, TPx2, VFx4","sick report/euth Feb19/22, posterior neck mass (FFPEx1, FFx2, VFx4)",,,,,,,,,,11/23/21,,,2/19/22,,,,,,,,11/12/21,253.1,11/15/21,351.1,11/18/21,541.5,11/22/21,995.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mixing_experiment_SA919,,31/07/2021,9/25/2021,N,MFP,,NSG,X0847-21644-21122514,VBA0847,SA919,,X0847-21644 + X0847-21122521,,,,,,,,4471,HL210925,,,"PTR on Dec 5/21, minor bleeding, FFPEx1, OCTx1, STPTx1, FFx2, TPx2, VFx4","sick report on Feb16/22, euthanized by staff, hydrocephalus, pale liver",,,,,,,,,,12/5/21,,,2/16/22,,,,,,,,11/12/21,139.9,11/15/21,215.7,11/18/21,305.1,11/22/21,599.4,11/25/21,638.4,11/29/21,689.60,12/2/21,1053.0,2021-12-5,1419.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mixing_experiment_SA919,,31/07/2021,10/13/2021,L,MFP,,NSG,X0847-21641-211225312,VBA0847,SA919,,X0847-21641 + X0847-21122531,,,,,,,,4491,HL211013,,,"PTR on Jan 5/22, minor bleeding, FFPEx1, OCTx1, FFx2, TPx2, VFx4",,,,,,,,,,,1/5/22,,,,,,,,,,,12/13/21,256.3,12/16/21,330.2,12/20/21,431.8,1/1/22,843.3,1/4/22,1149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mixing_experiment_SA919,,31/07/2021,10/13/2021,B,MFP,,NSG,X0847-21641-211225313,VBA0847,SA919,,X0847-21641 + X0847-21122531,,,,,,,,4492,HL211013,,,"PTR on Jan 5/22, minor bleeding, FFPEx1, OCTx1, FFx2, TPx2, VFx4",,,,,,,,,,,1/5/22,,,,,,,,,,,12/13/21,228.3,12/16/21,266.2,12/20/21,402.0,1/1/22,959.6,1/4/22,1156.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mixing_experiment_SA919,,,10/31/2021,R,MFP,,NSG,X0847-21122512211225231,VBA0847,SA919,,X0847-21122512 + X0847-21122523 Clone B+C,,,,,,,,4520,HL211031,,,"PTR on Jan24/22, FFPEx1, OCTx1, FFx2, TPx2, VFx4",,,,,,,,,,,1/24/22,,,,,,,,,,,1/4/22,168.3,1/10/22,338.4,1/13/22,375.7,1/17/22,595.1,1/20/22,831.2,1/24/22,905.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mixing_experiment_SA919,,,10/31/2021,L,MFP,,NSG,X0847-21122512211225232,VBA0847,SA919,,X0847-21122512 + X0847-21122523,,,,,,,,4521,HL211031,,,"PTR on Feb14/22, FFx1, TPx2, VFx2",,,,,,,,,,,2/14/22,,,,,,,,,,,1/13/22,149.1,1/17/22,213.4,1/20/22,268.9,1/24/22,362.1,1/31/22,628.9,2/7/22,715.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mixing_experiment_SA919,,,10/31/2021,B,MFP,,NSG,X0847-21122512211225233,VBA0847,SA919,,X0847-21122512 + X0847-21122523,,,,,,,,4522,HL211031,,,"PTR on Jan24/22, FFPEx1, OCTx1, FFx2, TPx2, VFx4",,,,,,,,,,,1/24/22,,,,,,,,,,,1/10/22,198.7,1/13/22,265.7,1/17/22,378.9,1/20/22,762.4,1/24/22,896.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mixing_experiment_SA919,,,10/31/2021,N,MFP,,NSG,X0847-21122512211225234,VBA0847,SA919,,X0847-21122512 + X0847-21122523,,,,,,,,4523,HL211031,,,"PTR on Jan24/22, FFPEx1, FFx2, TPx2, VFx4",,,,,,,,,,,1/24/22,,,,,,,,,,,1/10/22,147.0,1/13/22,180.2,1/17/22,290.2,1/20/22,469.3,1/24/22,786.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
