ens_gene_id,symbol,chr,tagwise_dispersion,gene_type
ENSG00000178295,GEN1,2,0.207,trans
ENSG00000178297,TMPRSS9,19,0.598,trans
ENSG00000178301,AQP11,11,0.257,trans
ENSG00000178307,TMEM11,17,0.09,trans
ENSG00000178338,ZNF354B,5,0.36,trans
ENSG00000178342,KCNG2,18,0.388,trans
ENSG00000178363,CALML3,10,0.701,cis
ENSG00000178372,CALML5,10,0.18,cis
ENSG00000178381,ZFAND2A,7,0.101,trans
ENSG00000178385,PLEKHM3,2,0.772,trans
ENSG00000178386,ZNF223,19,0.252,trans
ENSG00000178395,CCDC185,1,0.284,trans
ENSG00000178397,FAM220A,7,0.116,trans
ENSG00000178401,DNAJC22,12,0.338,trans
ENSG00000178409,BEND3,6,0.271,trans
ENSG00000178425,NT5DC1,6,0.098,trans
ENSG00000178445,GLDC,9,0.5,trans
ENSG00000178449,COX14,12,0.198,trans
ENSG00000178460,MCMDC2,8,0.411,trans
ENSG00000178462,TUBAL3,10,0.3,cis
ENSG00000178467,P4HTM,3,0.192,trans
ENSG00000178498,DTX3,12,0.115,trans
ENSG00000178502,KLHL11,17,1.137,trans
ENSG00000178531,CTXN1,19,0.091,trans
ENSG00000178537,SLC25A20,3,0.175,trans
ENSG00000178538,CA8,8,0.679,trans
ENSG00000178562,CD28,2,0.193,trans
ENSG00000178567,EPM2AIP1,3,0.149,trans
ENSG00000178573,MAF,16,0.328,trans
ENSG00000178585,CTNNBIP1,1,0.106,trans
ENSG00000178597,PSAPL1,4,1.522,trans
ENSG00000178605,GTPBP6,X,0.568,trans
ENSG00000178607,ERN1,17,0.201,trans
ENSG00000178623,GPR35,2,0.397,trans
ENSG00000178636,MRPL42P1,4,0.232,trans
ENSG00000178645,C10orf53,10,0.835,trans
ENSG00000178662,CSRNP3,2,0.474,trans
ENSG00000178665,ZNF713,7,0.291,trans
ENSG00000178685,PARP10,8,0.195,trans
ENSG00000178690,DYNAP,18,0.803,trans
ENSG00000178691,SUZ12,17,0.114,trans
ENSG00000178694,NSUN3,3,0.304,trans
ENSG00000178695,KCTD12,13,0.13,trans
ENSG00000178700,DHFR2,3,0.17,trans
ENSG00000178718,RPP25,15,0.272,trans
ENSG00000178719,GRINA,8,0.106,trans
ENSG00000178726,THBD,20,0.805,trans
ENSG00000178741,COX5A,15,0.115,trans
ENSG00000178750,STX19,3,0.17,trans
ENSG00000178752,ERFE,2,0.362,trans
ENSG00000178761,FAM219B,15,0.206,trans
ENSG00000178764,ZHX2,8,0.322,trans
ENSG00000178772,CPN2,3,0.302,trans
ENSG00000178773,CPNE7,16,0.319,trans
ENSG00000178776,C5orf46,5,0.169,trans
ENSG00000178796,RIIAD1,1,0.481,trans
ENSG00000178802,MPI,15,0.138,trans
ENSG00000178809,TRIM73,7,0.179,trans
ENSG00000178821,TMEM52,1,0.253,trans
ENSG00000178826,TMEM139,7,0.118,trans
ENSG00000178828,RNF186,1,0.353,trans
ENSG00000178852,EFCAB13,17,0.264,trans
ENSG00000178878,APOLD1,12,0.265,trans
ENSG00000178896,EXOSC4,8,0.092,trans
ENSG00000178904,DPY19L3,19,0.146,trans
ENSG00000178913,TAF7,5,0.095,trans
ENSG00000178917,ZNF852,3,0.199,trans
ENSG00000178921,PFAS,17,0.332,trans
ENSG00000178922,HYI,1,0.154,trans
ENSG00000178927,CYBC1,17,0.229,trans
ENSG00000178935,ZNF552,19,0.205,trans
ENSG00000178950,GAK,4,0.166,trans
ENSG00000178951,ZBTB7A,19,0.093,trans
ENSG00000178952,TUFM,16,0.16,trans
ENSG00000178966,RMI1,9,0.145,trans
ENSG00000178971,CTC1,17,0.174,trans
ENSG00000178974,FBXO34,14,0.182,trans
ENSG00000178980,SELENOW,19,0.143,trans
ENSG00000178982,EIF3K,19,0.101,trans
ENSG00000178988,MRFAP1L1,4,0.113,trans
ENSG00000178996,SNX18,5,0.2,trans
ENSG00000178997,EXD1,15,0.427,trans
ENSG00000178999,AURKB,17,0.189,trans
ENSG00000179010,MRFAP1,4,0.134,trans
ENSG00000179021,C3orf38,3,0.092,trans
ENSG00000179023,KLHDC7A,1,0.379,trans
ENSG00000179029,TMEM107,17,0.228,trans
ENSG00000179041,RRS1,8,0.09,trans
ENSG00000179044,EXOC3L1,16,0.167,trans
ENSG00000179046,TRIML2,4,0.178,trans
ENSG00000179051,RCC2,1,0.079,trans
ENSG00000179057,IGSF22,11,0.29,trans
ENSG00000179058,C9orf50,9,0.762,trans
ENSG00000179059,ZFP42,4,0.216,trans
ENSG00000179071,CCDC89,11,0.167,trans
ENSG00000179085,DPM3,1,0.125,trans
ENSG00000179091,CYC1,8,0.124,trans
ENSG00000179094,PER1,17,0.162,trans
ENSG00000179104,TMTC2,12,0.217,trans
ENSG00000179111,HES7,17,0.399,trans
ENSG00000179115,FARSA,19,0.182,trans
ENSG00000179119,SPTY2D1,11,0.128,trans
ENSG00000179133,C10orf67,10,0.25,cis
ENSG00000179134,SAMD4B,19,0.223,trans
ENSG00000179148,ALOXE3,17,0.278,trans
ENSG00000179151,EDC3,15,0.2,trans
ENSG00000179152,TCAIM,3,0.097,trans
ENSG00000179163,FUCA1,1,0.13,trans
ENSG00000179165,PXT1,6,0.309,trans
ENSG00000179168,GGN,19,0.223,trans
ENSG00000179178,TMEM125,1,0.124,trans
ENSG00000179195,ZNF664,12,0.2,trans
ENSG00000179218,CALR,19,0.085,trans
ENSG00000179222,MAGED1,X,0.127,trans
ENSG00000179240,GVQW3,11,0.341,trans
ENSG00000179241,LDLRAD3,11,0.188,trans
ENSG00000179262,RAD23A,19,0.082,trans
ENSG00000179271,GADD45GIP1,19,0.096,trans
ENSG00000179284,DAND5,19,0.33,trans
ENSG00000179292,TMEM151A,11,0.388,trans
ENSG00000179295,PTPN11,12,0.263,trans
ENSG00000179299,NSUN7,4,0.189,trans
ENSG00000179304,FAM156B,X,0.442,trans
ENSG00000179314,WSCD1,17,0.309,trans
ENSG00000179335,CLK3,15,0.287,trans
ENSG00000179344,HLA-DQB1,6,0.281,trans
ENSG00000179348,GATA2,3,0.314,trans
ENSG00000179361,ARID3B,15,0.22,trans
ENSG00000179363,TMEM31,X,0.235,trans
ENSG00000179364,PACS2,14,0.26,trans
ENSG00000179387,ELMOD2,4,0.115,trans
ENSG00000179388,EGR3,8,0.156,trans
ENSG00000179397,CATSPERE,1,0.227,trans
ENSG00000179403,VWA1,1,0.086,trans
ENSG00000179409,GEMIN4,17,0.209,trans
ENSG00000179431,FJX1,11,0.121,trans
ENSG00000179454,KLHL28,14,0.185,trans
ENSG00000179455,MKRN3,15,0.24,trans
ENSG00000179456,ZBTB18,1,0.129,trans
ENSG00000179476,C14orf28,14,0.178,trans
ENSG00000179526,SHARPIN,8,0.089,trans
ENSG00000179528,LBX2,2,0.186,trans
ENSG00000179532,DNHD1,11,0.327,trans
ENSG00000179542,SLITRK4,X,0.799,trans
ENSG00000179546,HTR1D,1,0.497,trans
ENSG00000179562,GCC1,7,0.278,trans
ENSG00000179583,CIITA,16,0.477,trans
ENSG00000179588,ZFPM1,16,0.16,trans
ENSG00000179598,PLD6,17,0.237,trans
ENSG00000179604,CDC42EP4,17,0.217,trans
ENSG00000179615,OR2AP1,12,3.398,trans
ENSG00000179626,OR6C4,12,3.311,trans
ENSG00000179627,ZBTB42,14,0.239,trans
ENSG00000179630,LACC1,13,0.196,trans
ENSG00000179632,MAF1,8,0.081,trans
ENSG00000179636,TPPP2,14,0.262,trans
ENSG00000179698,WDR97,8,0.321,trans
ENSG00000179715,PCED1B,12,0.181,trans
ENSG00000179750,APOBEC3B,22,0.126,trans
ENSG00000179761,PIPOX,17,0.45,trans
ENSG00000179774,ATOH7,10,0.269,trans
ENSG00000179776,CDH5,16,0.876,trans
ENSG00000179796,LRRC3B,3,0.343,trans
ENSG00000179813,FAM216B,13,0.831,trans
ENSG00000179820,MYADM,19,0.129,trans
ENSG00000179826,MRGPRX3,11,0.784,trans
ENSG00000179832,MROH1,8,0.362,trans
ENSG00000179833,SERTAD2,2,0.169,trans
ENSG00000179841,AKAP5,14,0.335,trans
ENSG00000179846,NKPD1,19,0.28,trans
ENSG00000179855,GIPC3,19,0.592,trans
ENSG00000179862,CITED4,1,0.148,trans
ENSG00000179869,ABCA13,7,0.282,trans
ENSG00000179873,NLRP11,19,0.885,trans
ENSG00000179886,TIGD5,8,0.12,trans
ENSG00000179889,PDXDC1,16,0.077,trans
ENSG00000179902,CFAP276,1,0.446,trans
ENSG00000179909,ZNF154,19,0.233,trans
ENSG00000179912,R3HDM2,12,0.187,trans
ENSG00000179913,B3GNT3,19,0.124,trans
ENSG00000179915,NRXN1,2,0.236,trans
ENSG00000179918,SEPHS2,16,0.319,trans
ENSG00000179922,ZNF784,19,0.167,trans
ENSG00000179933,C14orf119,14,0.105,trans
ENSG00000179938,GOLGA8J,15,2.706,trans
ENSG00000179941,BBS10,12,0.157,trans
ENSG00000179943,FIZ1,19,0.127,trans
ENSG00000179950,PUF60,8,0.073,trans
ENSG00000179954,SSC5D,19,0.211,trans
ENSG00000179958,DCTPP1,16,0.138,trans
ENSG00000179965,ZNF771,16,0.114,trans
ENSG00000179981,TSHZ1,18,0.099,trans
ENSG00000179988,PSTK,10,0.371,trans
ENSG00000180008,SOCS4,14,0.166,trans
ENSG00000180011,PTGR3,18,0.134,trans
ENSG00000180035,ZNF48,16,0.18,trans
ENSG00000180071,ANKRD18A,9,0.681,trans
ENSG00000180083,WFDC11,20,0.285,trans
ENSG00000180089,TMEM86B,19,0.33,trans
ENSG00000180096,SEPTIN1,16,0.163,trans
ENSG00000180098,TRNAU1AP,1,0.171,trans
ENSG00000180104,EXOC3,5,0.291,cis
ENSG00000180113,TDRD6,6,0.236,trans
ENSG00000180116,C12orf40,12,0.263,trans
ENSG00000180138,CSNK1A1L,13,0.267,trans
ENSG00000180176,TH,11,0.611,trans
ENSG00000180182,MED14,X,0.155,trans
ENSG00000180185,FAHD1,16,0.092,trans
ENSG00000180190,TDRP,8,0.138,trans
ENSG00000180198,RCC1,1,0.108,trans
ENSG00000180209,MYL11,16,0.473,trans
ENSG00000180228,PRKRA,2,0.12,trans
ENSG00000180233,ZNRF2,7,0.099,trans
ENSG00000180245,RRH,4,0.215,trans
ENSG00000180251,SLC9A4,2,0.301,trans
ENSG00000180257,ZNF816,19,0.155,trans
ENSG00000180263,FGD6,12,0.166,trans
ENSG00000180264,ADGRD2,9,0.654,trans
ENSG00000180287,PLD5,1,0.622,trans
ENSG00000180304,OAZ2,15,0.142,trans
ENSG00000180316,PNPLA1,6,0.717,trans
ENSG00000180318,ALX1,12,0.219,trans
ENSG00000180329,CCDC43,17,0.135,trans
ENSG00000180336,MEIOC,17,0.191,trans
ENSG00000180340,FZD2,17,0.122,trans
ENSG00000180346,TIGD2,4,0.233,trans
ENSG00000180347,ITPRID1,7,0.258,trans
ENSG00000180353,HCLS1,3,0.258,trans
ENSG00000180354,MTURN,7,0.2,trans
ENSG00000180357,ZNF609,15,0.243,trans
ENSG00000180370,PAK2,3,0.141,trans
ENSG00000180376,CCDC66,3,0.247,trans
ENSG00000180383,DEFB124,20,1.684,trans
ENSG00000180398,MCFD2,2,0.108,trans
ENSG00000180423,HARBI1,11,0.171,trans
ENSG00000180425,C11orf71,11,0.415,trans
ENSG00000180432,CYP8B1,3,0.313,trans
ENSG00000180438,TPRXL,3,0.15,trans
ENSG00000180447,GAS1,9,0.183,trans
ENSG00000180448,ARHGAP45,19,0.1,trans
ENSG00000180475,OR10Q1,11,0.542,trans
ENSG00000180479,ZNF571,19,0.101,trans
ENSG00000180481,GLIPR1L2,12,0.294,trans
ENSG00000180488,MIGA1,1,0.19,trans
ENSG00000180509,KCNE1,21,0.945,trans
ENSG00000180525,DIP2C-AS1,10,0.274,trans
ENSG00000180530,NRIP1,21,0.216,trans
ENSG00000180532,ZSCAN4,19,0.395,trans
ENSG00000180535,BHLHA15,7,0.43,trans
ENSG00000180537,RNF182,6,0.229,trans
ENSG00000180543,TSPYL5,8,0.246,trans
ENSG00000180573,H2AC6,6,0.128,trans
ENSG00000180574,EIF2S3B,12,1.451,trans
ENSG00000180592,SKIDA1,10,0.252,cis
ENSG00000180596,H2BC4,6,0.273,trans
ENSG00000180611,MB21D2,3,0.146,trans
ENSG00000180616,SSTR2,17,0.908,trans
ENSG00000180626,ZNF594,17,0.354,trans
ENSG00000180628,PCGF5,10,0.118,trans
ENSG00000180638,SLC47A2,17,0.6,trans
ENSG00000180667,YOD1,1,0.627,trans
ENSG00000180694,TMEM64,8,0.139,trans
ENSG00000180730,SHISA2,13,0.51,trans
ENSG00000180739,S1PR5,19,0.253,trans
ENSG00000180758,GPR157,1,0.315,trans
ENSG00000180773,SLC36A4,11,0.163,trans
ENSG00000180776,ZDHHC20,13,0.77,trans
ENSG00000180777,ANKRD30B,18,0.3,trans
ENSG00000180787,ZFP3,17,0.227,trans
ENSG00000180806,HOXC9,12,0.116,trans
ENSG00000180815,MAP3K15,X,1.588,trans
ENSG00000180817,PPA1,10,0.115,trans
ENSG00000180818,HOXC10,12,0.107,trans
ENSG00000180822,PSMG4,6,0.14,trans
ENSG00000180828,BHLHE22,8,0.182,trans
ENSG00000180834,MAP6D1,3,0.222,trans
ENSG00000180855,ZNF443,19,0.177,trans
ENSG00000180871,CXCR2,2,0.222,trans
ENSG00000180875,GREM2,1,0.146,trans
ENSG00000180879,SSR4,X,0.127,trans
ENSG00000180881,CAPS2,12,0.474,trans
ENSG00000180884,ZNF792,19,0.294,trans
ENSG00000180891,CUEDC1,17,0.194,trans
ENSG00000180900,SCRIB,8,0.11,trans
ENSG00000180901,KCTD2,17,0.255,trans
ENSG00000180902,D2HGDH,2,0.296,trans
ENSG00000180914,OXTR,3,0.175,trans
ENSG00000180917,CMTR2,16,0.199,trans
ENSG00000180921,FAM83H,8,0.166,trans
ENSG00000180934,OR56A1,11,3.069,trans
ENSG00000180938,ZNF572,8,0.191,trans
ENSG00000180953,ST20,15,0.223,trans
ENSG00000180957,PITPNB,22,0.139,trans
ENSG00000180964,TCEAL8,X,0.1,trans
ENSG00000180974,OR52E4,11,2.067,trans
ENSG00000180979,LRRC57,15,0.23,trans
ENSG00000180988,OR52N2,11,0.428,trans
ENSG00000180992,MRPL14,6,0.123,trans
ENSG00000180998,GPR137C,14,0.443,trans
ENSG00000180999,C1orf105,1,0.169,trans
ENSG00000181001,OR52N1,11,1.772,trans
ENSG00000181004,BBS12,4,0.136,trans
ENSG00000181007,ZFP82,19,0.167,trans
ENSG00000181013,,,0.267,trans
ENSG00000181016,LSMEM1,7,0.266,trans
ENSG00000181019,NQO1,16,0.106,trans
ENSG00000181026,AEN,15,0.234,trans
ENSG00000181027,FKRP,19,0.182,trans
ENSG00000181029,TRAPPC5,19,0.121,trans
ENSG00000181031,RPH3AL,17,0.147,trans
ENSG00000181035,SLC25A42,19,0.195,trans
ENSG00000181036,FCRL6,1,0.241,trans
ENSG00000181038,METTL23,17,0.093,trans
ENSG00000181045,SLC26A11,17,0.144,trans
ENSG00000181061,HIGD1A,3,0.123,trans
ENSG00000181074,OR52N4,11,0.532,trans
ENSG00000181085,MAPK15,8,0.146,trans
ENSG00000181090,EHMT1,9,0.206,trans
ENSG00000181092,ADIPOQ,3,0.317,trans
ENSG00000181104,F2R,5,0.184,trans
ENSG00000181135,ZNF707,8,0.095,trans
ENSG00000181143,MUC16,19,0.48,trans
ENSG00000181163,NPM1,5,0.104,trans
ENSG00000181191,PJA1,X,0.26,trans
ENSG00000181192,DHTKD1,10,0.293,cis
ENSG00000181218,H2AC25,1,0.462,trans
ENSG00000181220,ZNF746,7,0.086,trans
ENSG00000181222,POLR2A,17,4.731,trans
ENSG00000181240,SLC25A41,19,0.229,trans
ENSG00000181264,TLCD5,11,0.221,trans
ENSG00000181274,FRAT2,10,0.101,trans
ENSG00000181284,TMEM102,17,0.155,trans
ENSG00000181315,ZNF322,6,0.334,trans
ENSG00000181322,NME9,3,0.375,trans
ENSG00000181333,HEPHL1,11,0.488,trans
ENSG00000181350,LRRC75A,17,2.266,trans
ENSG00000181381,DDX60L,4,0.237,trans
ENSG00000181392,SYNE4,19,0.107,trans
ENSG00000181396,OGFOD3,17,0.19,trans
ENSG00000181409,AATK,17,0.16,trans
ENSG00000181418,DDN,12,0.345,trans
ENSG00000181444,ZNF467,7,0.084,trans
ENSG00000181450,ZNF678,1,0.153,trans
ENSG00000181458,TMEM45A,3,1.026,trans
ENSG00000181467,RAP2B,3,0.141,trans
ENSG00000181472,ZBTB2,6,0.145,trans
ENSG00000181481,RNF135,17,0.146,trans
ENSG00000181513,ACBD4,17,0.136,trans
ENSG00000181523,SGSH,17,0.207,trans
ENSG00000181544,FANCB,X,1.02,trans
ENSG00000181555,SETD2,3,0.152,trans
ENSG00000181577,LINC03040,6,0.616,trans
ENSG00000181585,TMIE,3,3.33,trans
ENSG00000181588,MEX3D,19,0.083,trans
ENSG00000181610,MRPS23,17,0.228,trans
ENSG00000181619,GPR135,14,0.375,trans
ENSG00000181625,SLX1B,16,0.208,trans
ENSG00000181626,ANKRD62,18,3.097,trans
ENSG00000181634,TNFSF15,9,0.173,trans
ENSG00000181638,ZFP41,8,0.189,trans
ENSG00000181649,PHLDA2,11,5.677,trans
ENSG00000181652,ATG9B,7,2.31,trans
ENSG00000181666,ZNF875,19,0.126,trans
ENSG00000181690,PLAG1,8,0.318,trans
ENSG00000181704,YIPF6,X,0.133,trans
ENSG00000181722,ZBTB20,3,0.272,trans
ENSG00000181744,DIPK2A,3,0.125,trans
ENSG00000181751,MACIR,5,0.133,trans
ENSG00000181754,AMIGO1,1,0.226,trans
ENSG00000181767,OR8H2,11,3.176,trans
ENSG00000181773,GPR3,1,0.321,trans
ENSG00000181785,OR5AS1,11,4.652,trans
ENSG00000181788,SIAH2,3,0.164,trans
ENSG00000181789,COPG1,3,0.124,trans
ENSG00000181790,ADGRB1,8,0.127,trans
ENSG00000181804,SLC9A9,3,0.224,trans
ENSG00000181817,LSM10,1,0.149,trans
ENSG00000181826,RELL1,4,0.886,trans
ENSG00000181827,RFX7,15,1.291,trans
ENSG00000181830,SLC35C1,11,0.349,trans
ENSG00000181847,TIGIT,3,0.333,trans
ENSG00000181852,RNF41,12,0.192,trans
ENSG00000181856,SLC2A4,17,0.22,trans
ENSG00000181867,FTMT,5,0.238,trans
ENSG00000181873,IBA57,1,0.25,trans
ENSG00000181885,CLDN7,17,0.143,trans
ENSG00000181894,ZNF329,19,0.253,trans
ENSG00000181896,ZNF101,19,0.19,trans
ENSG00000181904,C5orf24,5,0.099,trans
ENSG00000181915,ADO,10,0.148,trans
ENSG00000181924,COA4,11,0.109,trans
ENSG00000181929,PRKAG1,12,0.119,trans
ENSG00000181938,GINS3,16,0.201,trans
ENSG00000181982,CCDC149,4,0.235,trans
ENSG00000181991,MRPS11,15,0.12,trans
ENSG00000182004,SNRPE,1,0.205,trans
ENSG00000182010,RTKN2,10,0.189,trans
ENSG00000182013,PNMA8A,19,0.233,trans
ENSG00000182022,CHST15,10,0.301,trans
ENSG00000182040,USH1G,17,2.783,trans
ENSG00000182050,MGAT4C,12,0.617,trans
ENSG00000182054,IDH2,15,0.192,trans
ENSG00000182070,OR52A1,11,3.955,trans
ENSG00000182077,PTCHD3,10,0.181,cis
ENSG00000182087,TMEM259,19,0.15,trans
ENSG00000182093,GET1,21,0.127,trans
ENSG00000182095,TNRC18,7,0.19,trans
ENSG00000182103,FAM181B,11,0.287,trans
ENSG00000182107,TMEM30B,14,0.189,trans
ENSG00000182108,DEXI,16,0.099,trans
ENSG00000182111,ZNF716,7,0.281,trans
ENSG00000182117,NOP10,15,0.218,trans
ENSG00000182118,FAM89A,1,0.211,trans
ENSG00000182132,KCNIP1,5,0.28,trans
ENSG00000182134,TDRKH,1,0.231,trans
ENSG00000182141,ZNF708,19,0.308,trans
ENSG00000182149,IST1,16,0.168,trans
ENSG00000182150,ERCC6L2,9,0.293,trans
ENSG00000182154,MRPL41,9,0.133,trans
ENSG00000182158,CREB3L2,7,0.208,trans
ENSG00000182162,P2RY8,X,0.458,trans
ENSG00000182173,TSEN54,17,0.137,trans
ENSG00000182175,RGMA,15,0.119,trans
ENSG00000182177,ASB18,2,2.886,trans
ENSG00000182179,UBA7,3,0.139,trans
ENSG00000182180,MRPS16,10,0.216,trans
ENSG00000182183,SHISAL2A,1,3.621,trans
ENSG00000182185,RAD51B,14,0.123,trans
ENSG00000182195,LDOC1,X,0.083,trans
ENSG00000182196,ARL6IP4,12,0.122,trans
ENSG00000182197,EXT1,8,0.104,trans
ENSG00000182199,SHMT2,12,0.146,trans
ENSG00000182208,MOB2,11,0.123,trans
ENSG00000182218,HHIPL1,14,0.207,trans
ENSG00000182220,ATP6AP2,X,0.136,trans
ENSG00000182224,CYB5D1,17,0.176,trans
ENSG00000182230,,,0.396,trans
ENSG00000182240,BACE2,21,0.119,trans
ENSG00000182247,UBE2E2,3,0.282,trans
ENSG00000182253,SYNM,15,0.269,trans
ENSG00000182255,KCNA4,11,0.339,trans
ENSG00000182256,GABRG3,15,0.557,trans
ENSG00000182261,NLRP10,11,1.356,trans
ENSG00000182263,FIGN,2,0.206,trans
ENSG00000182264,IZUMO1,19,0.938,trans
ENSG00000182272,B4GALNT4,11,0.267,trans
ENSG00000182287,AP1S2,X,0.266,trans
ENSG00000182307,C8orf33,8,0.159,trans
ENSG00000182308,DCAF4L1,4,0.195,trans
ENSG00000182318,ZSCAN22,19,0.237,trans
ENSG00000182324,KCNJ14,19,0.35,trans
ENSG00000182325,FBXL6,8,0.124,trans
ENSG00000182326,C1S,12,0.2,trans
ENSG00000182327,GLTPD2,17,0.238,trans
ENSG00000182329,KIAA2012,2,2.35,trans
ENSG00000182359,KBTBD3,11,0.224,trans
ENSG00000182362,YBEY,21,0.138,trans
ENSG00000182372,CLN8,8,0.388,trans
ENSG00000182378,PLCXD1,X,0.481,trans
ENSG00000182379,NXPH4,12,0.124,trans
ENSG00000182389,CACNB4,2,0.744,trans
ENSG00000182400,TRAPPC6B,14,0.112,trans
ENSG00000182405,PGBD4,15,0.583,trans
ENSG00000182446,NPLOC4,17,0.196,trans
ENSG00000182463,TSHZ2,20,0.28,trans
ENSG00000182472,CAPN12,19,0.224,trans
ENSG00000182473,EXOC7,17,0.155,trans
ENSG00000182481,KPNA2,17,0.131,trans
ENSG00000182489,XKRX,X,0.356,trans
ENSG00000182492,BGN,X,0.597,trans
ENSG00000182504,CEP97,3,0.524,trans
ENSG00000182508,LHFPL1,X,0.521,trans
ENSG00000182511,FES,15,0.134,trans
ENSG00000182512,GLRX5,14,0.101,trans
ENSG00000182518,FAM104B,X,0.143,trans
ENSG00000182521,TBPL2,14,0.197,trans
ENSG00000182533,CAV3,3,1.641,trans
ENSG00000182534,MXRA7,17,0.093,trans
ENSG00000182541,LIMK2,22,0.263,trans
ENSG00000182544,MFSD5,12,0.099,trans
ENSG00000182545,RNASE10,14,0.589,trans
ENSG00000182551,ADI1,2,0.121,trans
ENSG00000182552,RWDD4,4,0.124,trans
ENSG00000182557,SPNS3,17,0.387,trans
ENSG00000182568,SATB1,3,0.193,trans
ENSG00000182575,NXPH3,17,0.456,trans
ENSG00000182578,CSF1R,5,0.299,trans
ENSG00000182580,EPHB3,3,0.155,trans
ENSG00000182584,,,0.18,trans
ENSG00000182585,EPGN,4,0.588,trans
ENSG00000182600,SNORC,2,0.513,trans
ENSG00000182601,HS3ST4,16,0.29,trans
ENSG00000182606,TRAK1,3,0.226,trans
ENSG00000182613,OR2V2,5,3.088,trans
ENSG00000182621,PLCB1,20,0.21,trans
ENSG00000182628,SKA2,17,0.14,trans
ENSG00000182636,NDN,15,5.851,trans
ENSG00000182670,TTC3,21,0.127,trans
ENSG00000182685,BRICD5,16,0.359,trans
ENSG00000182687,GALR2,17,0.393,trans
ENSG00000182700,IGIP,5,0.188,trans
ENSG00000182704,TSKU,11,0.115,trans
ENSG00000182712,CMC4,X,0.165,trans
ENSG00000182718,ANXA2,15,0.121,trans
ENSG00000182732,RGS6,14,0.347,trans
ENSG00000182742,HOXB4,17,0.121,trans
ENSG00000182749,PAQR7,1,0.187,trans
ENSG00000182752,PAPPA,9,0.253,trans
ENSG00000182759,MAFA,8,0.321,trans
ENSG00000182768,NGRN,15,0.25,trans
ENSG00000182771,GRID1,10,0.256,trans
ENSG00000182774,RPS17,15,0.165,trans
ENSG00000182782,HCAR2,12,0.402,trans
ENSG00000182791,CCDC87,11,0.177,trans
ENSG00000182795,C1orf116,1,0.166,trans
ENSG00000182809,CRIP2,14,0.095,trans
ENSG00000182810,DDX28,16,0.117,trans
ENSG00000182827,ACBD3,1,0.167,trans
ENSG00000182831,HAPSTR1,16,0.416,trans
ENSG00000182836,PLCXD3,5,0.382,cis
ENSG00000182853,VMO1,17,0.273,trans
ENSG00000182858,ALG12,22,0.082,trans
ENSG00000182866,LCK,1,0.32,trans
ENSG00000182870,GALNT9,12,0.327,trans
ENSG00000182871,COL18A1,21,0.103,trans
ENSG00000182872,RBM10,X,0.133,trans
ENSG00000182890,GLUD2,X,0.204,trans
ENSG00000182899,RPL35A,3,0.165,trans
ENSG00000182902,SLC25A18,22,0.227,trans
ENSG00000182903,ZNF721,4,0.116,trans
ENSG00000182919,C11orf54,11,0.134,trans
ENSG00000182923,CEP63,3,0.159,trans
ENSG00000182934,SRPRA,11,0.125,trans
ENSG00000182944,EWSR1,22,0.139,trans
ENSG00000182950,ODF3L1,15,0.272,trans
ENSG00000182952,HMGN4,6,0.164,trans
ENSG00000182957,SPATA13,13,0.222,trans
ENSG00000182963,GJC1,17,0.2,trans
ENSG00000182973,CNOT10,3,0.13,trans
ENSG00000182979,MTA1,14,0.149,trans
ENSG00000182983,ZNF662,3,0.9,trans
ENSG00000182985,CADM1,11,0.211,trans
ENSG00000182986,ZNF320,19,0.219,trans
ENSG00000182993,C12orf60,12,0.509,trans
ENSG00000183010,PYCR1,17,0.131,trans
ENSG00000183011,NAA38,17,0.101,trans
ENSG00000183018,SPNS2,17,0.167,trans
ENSG00000183020,AP2A2,11,0.071,trans
ENSG00000183023,SLC8A1,2,0.252,trans
ENSG00000183032,SLC25A21,14,1.169,trans
ENSG00000183036,PCP4,21,0.197,trans
ENSG00000183044,ABAT,16,0.355,trans
ENSG00000183048,SLC25A10,17,0.094,trans
ENSG00000183049,CAMK1D,10,1.657,cis
ENSG00000183054,RGPD6,2,1.095,trans
ENSG00000183060,LYSMD4,15,0.222,trans
ENSG00000183066,WBP2NL,22,0.365,trans
ENSG00000183067,IGSF5,21,0.149,trans
ENSG00000183072,NKX2-5,5,0.107,trans
ENSG00000183077,AFMID,17,0.214,trans
ENSG00000183087,GAS6,13,0.385,trans
ENSG00000183091,NEB,2,1.531,trans
ENSG00000183092,BEGAIN,14,0.237,trans
ENSG00000183098,GPC6,13,0.303,trans
ENSG00000183111,ARHGEF37,5,0.284,trans
ENSG00000183117,CSMD1,8,0.428,trans
ENSG00000183134,PTGDR2,11,0.288,trans
ENSG00000183137,CEP57L1,6,0.14,trans
ENSG00000183145,RIPPLY3,21,0.273,trans
ENSG00000183148,ANKRD20A2P,9,0.5,trans
ENSG00000183150,GPR19,12,0.155,trans
ENSG00000183153,GJD3,17,0.424,trans
ENSG00000183155,RABIF,1,0.12,trans
ENSG00000183160,TMEM119,12,0.471,trans
ENSG00000183161,FANCF,11,0.113,trans
ENSG00000183166,CALN1,7,0.473,trans
ENSG00000183172,SMDT1,22,0.443,trans
ENSG00000183186,C2CD4C,19,0.364,trans
ENSG00000183196,CHST6,16,1.206,trans
ENSG00000183206,POTEC,18,0.225,trans
ENSG00000183207,RUVBL2,19,0.104,trans
ENSG00000183208,GDPGP1,15,0.465,trans
