SA535X4XB05985-A98262A-R04-C17,SA535X4XB05985-A98262A-R06-C09,SA535X4XB05985-A98262A-R07-C30,SA535X4XB05985-A98262A-R08-C07,SA535X4XB05985-A98262A-R09-C15,SA535X4XB05985-A98262A-R09-C25,SA535X4XB05985-A98262A-R09-C29,SA535X4XB05985-A98262A-R10-C24,SA535X4XB05985-A98262A-R11-C13,SA535X4XB05985-A98262A-R12-C44,SA535X4XB05985-A98262A-R13-C12,SA535X4XB05985-A98262A-R13-C15,SA535X4XB05985-A98262A-R14-C16,SA535X4XB05985-A98262A-R14-C21,SA535X4XB05985-A98262A-R16-C30
14_98000001_98500000,4,3,3,3,3,4,3,4,4,3,4,4,3,1,3
14_98500001_99000000,4,3,3,3,3,4,3,4,4,3,4,4,3,1,3
14_99000001_99500000,4,3,3,3,3,4,3,4,4,3,4,4,3,1,3
14_99500001_100000000,4,3,3,3,3,4,3,4,4,3,4,4,3,1,3
14_100000001_100500000,4,3,3,3,3,4,3,4,4,2,4,4,3,1,3
14_100500001_101000000,4,3,3,3,3,4,3,4,4,2,4,4,3,1,3
14_101000001_101500000,4,3,3,3,3,4,3,4,4,2,4,4,3,1,3
14_101500001_102000000,4,3,3,3,3,4,3,4,4,2,4,4,3,1,3
14_102000001_102500000,4,3,3,3,3,4,3,4,4,2,4,4,3,1,3
14_102500001_103000000,4,3,3,3,3,4,3,4,4,2,4,4,3,1,3
14_103000001_103500000,4,3,3,3,3,4,3,4,4,2,4,4,3,1,3
14_103500001_104000000,4,3,3,3,3,4,3,4,4,2,4,4,3,1,3
14_104000001_104500000,4,3,3,3,3,4,3,4,4,2,4,4,3,1,3
14_104500001_105000000,4,3,3,3,3,4,3,4,5,2,4,5,3,1,3
14_105000001_105500000,4,3,3,3,3,4,3,4,5,2,4,5,3,1,3
15_25000001_25500000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_25500001_26000000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_26000001_26500000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_26500001_27000000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_27000001_27500000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_27500001_28000000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_29500001_30000000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_31000001_31500000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_31500001_32000000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_32000001_32500000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_33000001_33500000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_33500001_34000000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_34000001_34500000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_35000001_35500000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_35500001_36000000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_36000001_36500000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_36500001_37000000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_37000001_37500000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_38000001_38500000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_38500001_39000000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_39000001_39500000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_39500001_40000000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_40000001_40500000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_40500001_41000000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_41000001_41500000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_41500001_42000000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_42000001_42500000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_42500001_43000000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_43000001_43500000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_45000001_45500000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_45500001_46000000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_46000001_46500000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_46500001_47000000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_47500001_48000000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_48000001_48500000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_48500001_49000000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_49000001_49500000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_50000001_50500000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_50500001_51000000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_52000001_52500000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_52500001_53000000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_54000001_54500000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_54500001_55000000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_55500001_56000000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_57000001_57500000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_57500001_58000000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_58000001_58500000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_58500001_59000000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_59000001_59500000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_59500001_60000000,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4
15_60000001_60500000,4,4,3,4,4,4,4,3,3,5,3,3,4,4,4
15_60500001_61000000,4,4,3,4,4,4,4,3,3,5,3,3,4,4,4
15_61000001_61500000,4,4,3,4,4,4,4,3,3,5,3,3,4,4,4
15_61500001_62000000,4,4,3,4,4,4,4,3,3,5,3,3,4,4,4
15_62000001_62500000,4,4,3,4,4,4,4,3,3,5,3,3,4,4,4
15_62500001_63000000,4,4,3,4,4,4,4,3,3,5,3,3,4,4,4
15_63000001_63500000,4,4,3,4,4,4,4,3,3,5,3,3,4,4,4
15_63500001_64000000,4,4,3,4,4,4,4,3,3,5,3,3,4,4,4
15_64000001_64500000,4,4,3,4,4,4,4,3,3,5,3,3,4,4,4
15_64500001_65000000,4,4,3,4,4,4,4,3,3,5,3,3,4,4,4
15_65000001_65500000,4,4,3,4,4,4,4,3,3,5,3,3,4,4,4
15_65500001_66000000,4,4,3,4,4,4,4,3,3,5,3,3,4,4,4
15_66000001_66500000,4,4,3,4,4,4,4,3,3,5,3,3,4,4,4
15_66500001_67000000,4,4,3,4,4,4,4,3,3,5,3,3,4,4,4
15_67000001_67500000,4,4,3,4,4,4,4,3,3,5,3,3,4,4,4
15_67500001_68000000,4,4,3,4,4,4,4,3,3,5,3,3,4,4,4
15_68000001_68500000,4,4,3,4,4,4,4,3,3,5,3,3,4,4,4
15_68500001_69000000,4,4,3,4,4,4,4,3,3,5,3,3,4,4,4
15_69000001_69500000,4,4,3,4,4,4,4,3,3,5,3,3,4,4,4
15_69500001_70000000,6,6,7,6,4,6,7,5,5,5,5,5,6,7,7
15_70000001_70500000,6,6,7,6,4,6,7,5,5,7,5,5,6,7,7
15_70500001_71000000,6,6,7,6,4,6,7,5,5,7,5,5,6,7,7
15_71500001_72000000,6,6,7,6,4,6,7,5,5,7,5,5,6,7,7
15_72000001_72500000,6,6,7,6,4,6,7,5,5,7,5,5,6,7,7
15_73000001_73500000,6,6,7,6,4,6,7,5,5,7,5,5,6,7,7
15_74000001_74500000,6,6,7,6,4,6,7,5,5,7,5,5,6,7,7
15_74500001_75000000,6,6,7,6,4,6,7,5,5,7,5,5,6,7,7
15_75000001_75500000,6,6,7,6,4,6,7,5,5,7,5,5,6,7,7
15_76000001_76500000,6,6,7,6,4,6,7,5,5,7,5,5,7,7,7
15_76500001_77000000,6,6,7,6,5,6,7,5,5,7,5,5,7,7,7
15_77000001_77500000,6,6,7,6,5,6,7,5,5,7,5,5,7,7,7
15_77500001_78000000,6,6,7,6,5,6,7,5,5,7,5,5,7,7,7
15_78000001_78500000,6,6,7,6,5,6,6,5,5,7,5,5,7,7,7
15_78500001_79000000,6,6,7,6,5,6,6,5,5,7,5,5,7,7,7
15_79000001_79500000,6,6,7,6,5,6,6,5,5,7,5,5,7,7,7
15_80000001_80500000,6,6,8,6,5,6,6,5,5,7,5,5,7,7,7
15_80500001_81000000,6,6,8,6,5,6,6,5,5,7,5,5,6,7,7
15_81000001_81500000,6,6,8,6,5,6,6,5,5,7,5,5,6,7,7
15_86000001_86500000,6,6,8,6,5,6,6,5,5,7,5,5,7,7,7
15_86500001_87000000,6,6,8,6,5,6,6,5,5,7,5,5,7,7,7
15_87000001_87500000,6,6,8,6,5,6,6,5,5,7,5,5,7,7,7
15_87500001_88000000,6,6,8,6,5,6,6,5,5,7,5,5,7,7,7
15_88500001_89000000,6,6,8,6,5,6,6,5,5,7,5,5,7,7,7
15_89500001_90000000,6,6,8,6,5,6,6,5,5,7,5,5,7,7,7
15_90000001_90500000,6,6,8,6,5,6,6,5,5,7,5,5,7,7,7
15_90500001_91000000,6,6,8,6,5,6,6,5,5,7,5,5,7,7,7
15_91000001_91500000,6,6,8,6,5,6,6,5,5,7,5,5,7,7,7
15_91500001_92000000,6,6,8,6,5,6,6,5,5,7,5,5,7,7,7
15_92000001_92500000,6,6,8,6,5,6,6,5,5,7,5,5,7,7,7
15_92500001_93000000,6,6,8,6,5,6,6,5,5,7,5,5,7,7,7
15_93000001_93500000,6,6,8,6,5,6,6,5,5,7,5,5,7,7,7
15_93500001_94000000,6,6,8,6,5,6,6,5,5,7,5,5,7,7,7
15_94000001_94500000,6,6,8,6,5,6,6,5,5,7,5,5,7,7,7
15_94500001_95000000,6,6,8,6,5,6,6,5,5,7,5,5,7,7,7
15_95000001_95500000,6,6,8,6,5,6,6,5,5,7,5,5,7,7,7
15_95500001_96000000,6,6,8,6,5,6,6,5,5,7,5,5,7,7,7
15_96000001_96500000,6,6,8,6,5,6,6,5,5,7,5,5,7,7,7
15_96500001_97000000,6,6,8,6,5,6,6,5,5,7,5,5,7,7,7
15_97000001_97500000,6,6,8,6,5,6,6,5,5,7,5,5,7,7,7
15_98000001_98500000,6,6,8,6,5,6,6,5,5,7,5,5,7,7,7
15_98500001_99000000,6,6,8,6,5,6,6,5,5,7,5,5,7,7,7
15_99000001_99500000,6,6,8,6,5,6,6,5,5,7,5,5,7,7,7
15_99500001_100000000,6,6,8,6,5,6,6,5,5,7,5,5,7,7,7
15_100000001_100500000,6,6,8,6,5,6,6,5,5,7,5,5,7,7,7
15_100500001_101000000,6,6,8,6,5,6,6,5,5,7,5,5,7,7,9
15_101000001_101500000,7,6,8,7,8,7,8,7,7,7,6,7,7,7,9
15_101500001_102000000,7,6,8,7,8,7,8,7,7,7,6,7,7,7,9
16_500001_1000000,6,6,4,6,6,6,5,5,5,6,5,5,3,3,5
16_1000001_1500000,6,6,4,6,6,6,5,5,5,6,5,5,3,3,5
16_1500001_2000000,6,6,4,6,6,6,5,5,5,6,5,5,3,3,5
16_2000001_2500000,6,6,4,6,6,6,5,5,5,6,5,5,3,3,5
16_3000001_3500000,6,6,4,6,4,6,5,5,5,6,5,5,3,3,5
16_3500001_4000000,6,6,4,6,4,6,5,5,5,6,5,5,3,3,5
16_4000001_4500000,6,6,4,6,4,6,5,5,5,6,5,5,3,3,5
16_4500001_5000000,6,6,4,6,4,6,5,5,5,6,5,5,3,3,5
16_5000001_5500000,6,6,5,6,4,6,5,5,5,6,5,5,3,3,5
16_5500001_6000000,6,6,5,6,5,6,5,5,5,6,5,5,4,4,5
16_6000001_6500000,6,6,5,6,5,6,5,5,5,6,5,5,4,4,5
16_6500001_7000000,6,6,5,6,5,6,5,5,5,6,5,5,4,4,5
16_7000001_7500000,6,6,5,6,5,6,5,5,5,6,5,5,4,4,5
16_7500001_8000000,6,6,5,6,5,6,5,5,5,6,5,5,4,4,5
16_8000001_8500000,6,6,5,6,5,5,5,5,5,6,5,5,4,4,5
16_9000001_9500000,6,6,5,5,5,5,5,5,5,6,5,5,4,4,5
16_10000001_10500000,6,6,5,5,4,5,5,5,5,6,4,5,4,4,5
16_10500001_11000000,6,6,5,5,4,5,4,5,5,6,4,5,4,4,5
16_11000001_11500000,6,6,5,5,4,5,4,5,5,6,4,5,4,4,5
16_11500001_12000000,6,6,5,5,4,5,4,5,5,6,4,5,4,4,5
16_12500001_13000000,6,6,5,5,4,5,4,5,5,6,4,5,4,4,5
16_13000001_13500000,6,6,5,5,4,5,4,5,5,6,4,5,4,4,5
16_13500001_14000000,6,6,5,5,4,5,4,5,5,6,4,5,4,4,5
16_14000001_14500000,6,6,5,5,4,4,4,5,5,6,4,5,4,4,5
16_15500001_16000000,4,4,5,5,3,4,4,4,5,6,4,5,4,3,5
16_17000001_17500000,5,4,5,5,4,4,4,6,5,6,4,5,4,3,5
16_17500001_18000000,5,4,5,5,4,4,4,6,5,6,4,5,4,3,5
16_19000001_19500000,5,5,5,5,4,4,4,6,5,6,6,5,4,3,6
16_19500001_20000000,5,5,5,5,4,4,4,6,5,6,6,5,4,3,6
16_20000001_20500000,5,5,5,5,4,4,4,6,5,6,6,5,4,4,6
16_20500001_21000000,5,5,5,5,4,4,4,6,5,6,6,5,4,4,6
16_22000001_22500000,5,5,6,5,4,4,4,6,5,6,6,6,4,4,6
16_23000001_23500000,5,5,6,5,4,4,4,6,5,6,6,6,4,4,6
16_23500001_24000000,5,5,6,5,4,5,4,6,5,6,6,6,4,4,6
16_24000001_24500000,5,5,6,5,4,5,4,6,5,6,6,6,4,4,6
16_24500001_25000000,5,5,6,5,4,5,4,6,5,6,6,6,4,4,6
16_25000001_25500000,5,5,6,5,4,5,4,6,5,6,6,6,4,4,6
16_25500001_26000000,5,5,6,5,4,5,4,6,5,6,6,6,4,4,6
16_26000001_26500000,5,5,6,5,4,5,4,6,5,6,6,6,4,4,6
16_26500001_27000000,5,5,6,5,4,5,4,6,5,6,6,6,4,4,6
16_27000001_27500000,5,5,6,5,4,5,4,6,5,6,6,6,4,3,6
16_27500001_28000000,5,5,6,5,4,5,3,6,5,6,6,6,4,3,6
16_30500001_31000000,5,6,4,4,3,4,4,5,5,6,6,5,4,3,5
16_31000001_31500000,5,6,4,4,3,4,4,5,5,6,6,5,4,3,5
16_46500001_47000000,2,2,2,2,3,2,2,2,3,2,2,2,2,1,2
16_47000001_47500000,2,2,2,2,3,2,2,2,3,2,2,2,2,1,2
16_47500001_48000000,2,2,2,2,3,2,2,2,3,2,2,2,2,1,2
16_48000001_48500000,2,2,2,2,3,2,2,2,3,2,2,2,2,1,2
16_48500001_49000000,2,2,2,2,3,2,2,2,3,2,2,2,2,1,2
16_49000001_49500000,2,2,2,2,3,2,2,2,3,2,2,2,2,1,2
16_49500001_50000000,2,2,2,2,3,2,2,2,3,2,2,2,2,1,2
16_50000001_50500000,2,2,2,2,3,2,2,2,3,2,2,2,2,1,2
16_50500001_51000000,2,2,2,2,3,2,2,2,3,2,2,2,2,1,2
16_51000001_51500000,2,2,2,2,3,2,2,2,3,2,2,2,2,1,2
16_51500001_52000000,2,2,2,2,3,2,2,2,3,2,2,2,2,1,2
16_52000001_52500000,2,2,2,2,3,2,2,2,3,2,2,2,2,1,2
16_52500001_53000000,2,2,2,2,3,2,2,2,3,2,2,2,2,1,2
16_53000001_53500000,2,2,2,2,3,2,2,2,3,2,2,2,2,1,2
16_53500001_54000000,2,2,2,2,3,2,2,2,3,2,2,2,2,1,2
16_54000001_54500000,2,2,3,2,3,2,2,3,3,2,2,2,2,1,3
16_54500001_55000000,2,2,3,2,3,2,2,3,4,2,3,3,3,1,3
16_55000001_55500000,2,2,3,2,3,2,2,3,4,2,3,3,3,1,3
16_55500001_56000000,2,2,3,2,3,2,2,3,4,2,3,3,3,1,3
16_56000001_56500000,2,2,3,2,3,2,2,3,4,2,3,3,3,1,3
16_56500001_57000000,2,2,3,2,3,2,2,3,4,2,3,3,3,1,3
16_57000001_57500000,2,2,3,2,3,2,2,3,4,2,3,3,3,1,3
16_57500001_58000000,2,2,3,2,3,2,2,3,4,2,3,3,3,1,3
16_58000001_58500000,2,2,3,2,3,2,2,3,4,2,3,3,3,1,3
16_58500001_59000000,2,2,3,2,3,2,2,3,4,2,3,3,3,1,3
16_59000001_59500000,2,2,3,2,3,2,2,3,4,2,3,3,3,1,3
16_59500001_60000000,2,2,3,2,3,2,2,3,4,2,3,3,3,1,3
16_60000001_60500000,2,2,3,2,3,2,2,3,4,2,3,3,3,1,3
16_61000001_61500000,2,2,3,2,3,2,2,3,4,2,3,3,3,1,3
16_62000001_62500000,2,2,3,2,3,2,2,3,4,2,3,3,3,1,3
16_62500001_63000000,2,2,3,2,3,2,2,3,4,2,3,3,3,1,3
16_63500001_64000000,4,4,5,4,5,3,4,5,5,4,5,5,5,2,5
16_64000001_64500000,4,4,5,4,5,3,4,5,5,4,5,5,5,2,5
16_64500001_65000000,4,4,5,4,5,3,4,5,5,4,5,5,5,2,5
16_65000001_65500000,4,4,5,4,5,3,4,5,5,4,5,5,5,2,5
16_66000001_66500000,4,4,4,4,5,3,4,5,5,4,5,5,4,2,5
16_66500001_67000000,4,4,4,4,4,3,4,5,5,4,5,4,4,2,5
16_67000001_67500000,4,4,4,4,4,3,4,5,5,4,5,4,4,2,5
16_67500001_68000000,4,4,4,3,4,3,3,5,5,4,5,4,4,2,5
16_68000001_68500000,4,4,4,3,4,3,3,5,5,4,5,4,4,2,5
16_69000001_69500000,3,4,4,3,4,3,3,4,4,4,5,4,4,2,5
16_71500001_72000000,3,4,4,4,4,3,3,4,4,4,5,5,4,2,5
16_72000001_72500000,4,4,4,4,4,3,3,4,4,4,5,5,4,2,5
16_73000001_73500000,4,4,4,4,4,3,3,4,4,4,5,5,4,2,5
16_73500001_74000000,4,4,4,4,4,3,3,4,4,4,5,5,4,2,5
16_74500001_75000000,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2
16_75000001_75500000,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2
16_76000001_76500000,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2
16_76500001_77000000,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2
16_77000001_77500000,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2
16_77500001_78000000,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2
16_78000001_78500000,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2
16_78500001_79000000,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2
16_79000001_79500000,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2
16_79500001_80000000,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2
16_80000001_80500000,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2
16_80500001_81000000,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2
16_81000001_81500000,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2
16_81500001_82000000,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2
16_82500001_83000000,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2
16_83000001_83500000,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2
16_84000001_84500000,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2
16_84500001_85000000,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2
16_85000001_85500000,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2
16_85500001_86000000,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2
16_86500001_87000000,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2
16_87000001_87500000,2,2,2,2,4,1,2,2,1,2,2,2,2,1,2
16_87500001_88000000,4,3,4,4,4,3,3,4,4,3,4,2,4,2,4
16_88500001_89000000,4,3,4,4,4,3,3,4,4,3,4,2,4,2,4
16_89000001_89500000,4,3,4,4,4,3,3,4,4,3,4,2,4,2,4
16_89500001_90000000,4,3,4,4,4,3,3,4,4,3,4,2,4,2,4
17_500001_1000000,3,4,6,4,4,4,5,6,5,5,5,5,5,3,6
17_1500001_2000000,3,4,6,4,4,4,5,6,5,5,5,5,5,3,6
17_2000001_2500000,3,4,6,4,4,6,5,6,5,5,5,5,5,3,6
17_2500001_3000000,3,5,6,4,4,6,5,6,5,5,5,5,5,4,6
17_3500001_4000000,3,5,6,4,4,6,5,6,5,5,6,5,5,4,6
17_4000001_4500000,3,5,7,4,4,6,5,6,6,5,6,5,5,4,6
17_4500001_5000000,3,5,7,4,4,6,5,6,6,5,6,5,5,4,6
17_5000001_5500000,4,5,7,4,6,6,5,6,6,5,6,5,5,4,6
17_5500001_6000000,4,5,7,4,6,6,5,6,6,5,6,5,7,4,6
17_6000001_6500000,4,5,7,6,6,6,5,6,6,5,6,5,7,4,8
17_6500001_7000000,4,5,7,6,6,6,5,6,6,5,6,5,7,4,8
17_7000001_7500000,4,5,7,6,6,6,5,6,6,5,6,5,7,4,8
17_7500001_8000000,4,5,7,6,6,6,5,6,6,5,6,5,7,4,8
17_8000001_8500000,4,5,7,5,6,6,5,6,6,5,6,5,7,4,6
17_8500001_9000000,4,5,7,5,6,5,5,6,6,5,6,5,5,4,6
17_9000001_9500000,4,5,7,5,5,5,5,6,6,5,6,5,5,4,6
17_10000001_10500000,4,5,7,5,5,5,5,6,6,5,6,5,5,4,6
17_10500001_11000000,4,5,7,5,5,5,5,6,6,5,6,5,5,4,6
17_11000001_11500000,4,5,7,5,5,5,5,6,6,5,6,5,5,4,6
17_11500001_12000000,4,5,7,5,5,5,5,6,6,5,6,5,5,4,6
17_12000001_12500000,4,5,7,5,5,5,5,6,6,5,6,5,5,4,6
17_12500001_13000000,4,5,7,5,5,5,5,6,6,5,6,5,5,4,6
17_13000001_13500000,4,5,7,5,5,5,5,6,6,5,6,5,5,4,6
17_13500001_14000000,4,5,7,5,5,5,5,6,6,5,6,5,5,4,6
17_14000001_14500000,4,5,7,5,5,5,5,6,6,5,6,5,5,4,6
17_14500001_15000000,4,5,7,5,5,5,5,6,6,5,6,5,5,4,6
17_15000001_15500000,4,5,7,5,5,5,5,6,6,5,6,5,5,4,6
17_16000001_16500000,4,4,7,5,5,5,5,6,6,5,6,5,5,4,6
17_17000001_17500000,4,4,7,5,5,5,5,6,6,4,6,5,5,4,6
17_17500001_18000000,4,4,7,5,5,5,5,6,6,4,6,5,5,3,6
17_18000001_18500000,4,4,5,4,5,4,5,4,4,4,4,5,4,3,5
17_19500001_20000000,4,4,5,4,5,4,5,4,4,4,4,5,4,3,5
17_21000001_21500000,4,4,5,4,5,4,5,4,4,4,4,5,4,3,5
17_25500001_26000000,4,4,5,4,4,4,5,4,4,4,4,4,4,2,4
17_26000001_26500000,4,4,5,4,4,4,5,4,4,4,4,4,4,2,4
17_26500001_27000000,4,4,5,4,4,4,5,4,4,4,4,4,4,2,4
17_27000001_27500000,4,4,5,4,4,4,4,4,4,4,4,4,4,2,4
17_27500001_28000000,4,4,5,4,4,4,4,4,4,4,4,4,4,2,4
17_28000001_28500000,4,4,5,4,4,4,4,4,4,4,4,4,4,2,4
17_29000001_29500000,4,4,5,4,4,4,4,4,4,4,4,4,4,2,4
17_29500001_30000000,4,4,5,4,4,4,4,4,4,4,4,4,4,2,4
17_30500001_31000000,4,4,5,4,4,4,4,4,4,4,4,4,4,2,4
17_31500001_32000000,4,4,5,4,4,4,4,4,4,4,4,4,4,2,4
17_32000001_32500000,4,4,5,4,4,4,4,4,4,4,4,4,4,2,4
17_32500001_33000000,4,4,5,4,4,4,4,4,4,4,4,4,4,2,4
17_33000001_33500000,4,4,5,4,4,4,4,4,4,4,4,4,4,2,4
17_33500001_34000000,4,4,5,4,4,4,4,4,4,4,4,4,4,2,4
17_35000001_35500000,4,4,5,4,4,4,4,4,4,4,4,4,4,2,4
17_35500001_36000000,4,4,5,4,4,4,4,4,4,4,4,4,4,2,4
17_36500001_37000000,4,4,5,4,4,4,3,4,4,4,4,4,4,2,4
17_37000001_37500000,4,4,5,4,4,4,3,4,4,4,4,4,4,2,4
17_37500001_38000000,4,4,5,4,4,4,3,4,4,4,4,4,4,2,4
17_38000001_38500000,4,4,5,4,4,4,3,4,4,4,4,4,4,2,4
17_38500001_39000000,4,4,5,4,4,4,3,4,4,4,4,4,4,2,4
17_39500001_40000000,4,4,5,4,4,4,3,4,4,4,4,4,4,2,4
17_40000001_40500000,4,4,5,4,3,4,3,4,4,4,4,4,4,2,4
17_40500001_41000000,3,4,5,4,3,4,3,4,4,4,4,4,4,2,4
17_41000001_41500000,3,4,5,4,3,4,3,4,4,4,4,4,4,2,4
17_41500001_42000000,3,4,5,4,3,4,3,4,4,4,4,4,4,2,4
17_42000001_42500000,3,4,5,4,3,4,3,4,4,4,4,4,4,2,4
17_42500001_43000000,3,4,5,4,3,4,3,4,4,4,4,4,4,2,4
17_43000001_43500000,3,4,5,4,3,4,3,4,4,4,4,4,4,2,4
17_45500001_46000000,3,4,4,4,3,4,3,4,4,4,4,4,4,2,4
17_46000001_46500000,3,4,4,4,3,4,3,4,4,4,4,4,4,2,4
17_46500001_47000000,3,4,4,4,3,4,3,4,4,4,4,4,4,2,4
17_47000001_47500000,3,4,4,4,3,4,3,4,4,4,4,4,4,2,4
17_47500001_48000000,4,4,4,4,3,4,3,4,4,4,4,4,4,2,4
17_48000001_48500000,4,4,4,4,4,4,3,4,4,4,4,4,4,2,4
17_48500001_49000000,4,4,5,4,4,4,3,4,4,4,4,4,4,2,4
17_49000001_49500000,4,4,5,4,4,4,3,4,4,4,4,4,4,2,4
17_49500001_50000000,4,4,5,4,4,4,3,4,4,4,4,4,4,2,4
17_50000001_50500000,4,4,5,4,4,4,3,4,4,4,4,4,4,2,4
17_50500001_51000000,4,4,5,4,4,4,3,4,4,4,4,4,4,2,4
17_51000001_51500000,4,4,5,4,4,4,3,4,4,4,4,4,4,2,4
17_51500001_52000000,4,4,5,4,4,4,3,4,4,4,4,4,4,2,4
17_52000001_52500000,4,4,5,4,4,4,3,4,4,4,4,4,4,2,4
17_52500001_53000000,4,4,5,4,4,4,3,4,4,4,4,4,4,2,4
17_53000001_53500000,4,4,5,4,4,4,3,4,4,4,4,4,4,2,4
17_53500001_54000000,4,4,5,4,4,4,3,4,4,4,4,4,4,2,4
17_54500001_55000000,4,4,5,4,4,4,3,4,4,4,4,4,4,2,4
17_55000001_55500000,4,4,5,4,4,4,3,4,4,4,4,4,4,2,4
17_55500001_56000000,4,4,5,4,4,4,3,4,4,4,4,4,4,2,4
17_56000001_56500000,4,4,5,4,4,4,3,4,4,4,4,4,4,2,4
17_56500001_57000000,4,4,5,4,4,4,3,4,4,4,4,4,4,2,4
17_57000001_57500000,4,4,5,4,4,4,3,4,4,4,4,4,4,2,4
17_57500001_58000000,4,4,5,4,4,4,3,4,4,4,4,4,4,2,4
17_58500001_59000000,6,4,7,5,5,5,5,4,6,4,6,5,4,2,6
17_59000001_59500000,6,4,7,5,5,5,5,5,6,4,6,5,5,3,6
17_59500001_60000000,6,4,7,5,5,5,5,5,6,4,6,5,5,3,6
17_60500001_61000000,6,4,7,5,5,5,5,5,6,4,6,5,5,3,6
17_61000001_61500000,6,4,7,5,5,5,5,5,6,4,6,5,5,3,6
17_61500001_62000000,6,4,7,5,5,5,5,5,6,4,6,5,5,3,6
17_63000001_63500000,6,4,7,5,5,5,5,5,6,4,5,5,5,3,6
17_63500001_64000000,6,4,7,5,5,6,5,5,6,4,5,5,5,3,6
17_64000001_64500000,6,4,7,5,5,6,5,5,6,4,5,5,5,3,6
