DOB,Transplant Date,,Transplant site,Age at transplant,Strain,Tumor ID,Patient ID,SA ID,Passage,Source type,Treatment naive/pre,Date of Dx,Age at Dx,Metastasis,Mets at Dx,Date of mets Dx,Mets site,SQL Barcode,Cage,Comments for surgery,Wound dehiscence,,,DLP ID,10X ID,Intrathoracic Mass,Histology,Cell suspension vol (ul),Last tumor palpation,,Next tumor palpation,,Primary tumor removal,12 wks from PTR,16 wks from PTR,Euthanize,PTR-Mets,Time to mets detection,PET/CT,Second surgery,8wks after PTR,Metastasis,metastatic site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/09/2018,11/14/18,R,MFP,10wks,NSG,X0011-2361R1,CBX011,SA535,5,Recurred tumor from passage4,,,,,,,,3145,HL181114(2),,,"PTR on Jan28/19, hard mass, easily removed, minor bleeding","Euth on May15/19, tumor recur (12x10x8), neck mass (8x6x4), No axillary mets or other organs. Lung:FFPEx1, VFx2 (gentle macs dissociation only), TuRec: FFPEx1, FFx2, VFx4, NeckM: FFPEx1, FFx1, VFx4",,,,Multiple lung metastasis (more tumor burden than HL181114(1)),,,,,,1/28/19,4/22/19,5/20/19,5/15/19,14 weeks,24 weeks,"5/2/2019 (tumor recur, neck mass)",,,,,1/7/19,146.5,1/10/19,243.3,1/14/19,376.9,17/01/2019,376.9,21/01/2019,473.3,1/24/19,736.2,1/28/19,1287.3,,,3/25/19,14,3/28/19,66.6,4/1/19,93.5,4/4/19,97,4/8/19,142.7,4/11/19,156.3,4/15/19,244.9,4/18/19,251.6,4/23/19,286.2,4/25/19,313.9,4/29/19,353.2,5/9/19,601.8,5/13/19,724.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/09/2018,11/14/18,L,MFP,10wks,NSG,X0011-2361R2,CBX011,SA535,5,Recurred tumor from passage4,,,,,,,,3146,HL181114(2),,,"PTR on Jan28/19, hard mass, easily removed, minor bleeding","Euth on Apr24/19, Recurred mass, left axillary mass. No gross mets in organs. Brain, Liver: FFPEx1, Lung:FFPEx1, VFx2 (after mouse depletion w cold protease), Axim: FFPEx1, FFx1, VFx4, TuRec:FFPEx1, FFx2, VFx4",,,,"negative for brain, liver (cavity in liver?), multiple lung mets, tumor cells in axillary mass",,,,,,1/28/19,4/22/19,5/20/19,4/24/19,13 weeks,23 weeks,,,,,,1/7/19,131.0,1/10/19,191.4,1/14/19,414.8,17/01/2019,447,21/01/2019,577.2,1/24/19,768.2,1/28/19,969.4,,,3/25/19,74.1,3/28/19,80.6,4/1/19,91.4,4/4/19,186.1,4/8/19,233.3,4/11/19,233.3,4/15/19,370.6,4/18/19,370.6,4/23/19,488.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/09/2018,11/14/18,B,MFP,10wks,NSG,X0011-2361R3,CBX011,SA535,5,Recurred tumor from passage4,,,,,,,,3147,HL181114(2),,,"PTR on Feb20/19, hard mass, easily removed, minor bleeding","Feb28/19, sick report, difficulty in breathing, bulged eyes, hunched. Euth: huge mass in thoracic cavity, otherwise, none.",,,yes,"Abnormal lesion in brain (unilateral), not sure whether they are tumor cells.
Micrometastasis in lung with abnormal mass (thymic mass?)
Negative for liver",,,,,,2/20/19,5/15/19,6/12/19,2/28/19,1 week,15 weeks,,,,,,1/24/19,183.4,1/29/19,97.5,1/31/19,161.1,05/02/2019,225.4,2/7/19,324.1,2/11/19,589.3,2/14/19,589.3,2/18/19,708.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/09/2018,11/14/18,N,MFP,10wks,NSG,X0011-2361R4,CBX011,SA535,5,Recurred tumor from passage4,,,,,,,,3148,HL181114(2),,,"PTR on Jan23/19, hard mass, easily removed, small bleeding after surgery","Euth on Mar11/19 for recurred mass (8x6x6). No gross mets in organs or axillary LNs. Lung: FFPEx1, Tumor recur: FFx1, VFx4",,,,Multiple micrometastasis in lung,,,,,,1/23/19,4/17/19,5/15/19,3/11/19,6 weeks,16 weeks,,,,,,1/10/19,288.5,1/14/19,389.4,1/17/19,499.7,21/01/2019,733.9,3/11/19,665.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/09/2018,11/18/18,R,MFP,10wks,NSG,X3629-161,PBC03629,SA1146,3,,,,,,,,,3153,HL181118,,,"PTR on Feb6/19, Hard large mass, small bleeding","Euth on Apr28/19, huge tumor recur (26x24x20), extending into abdominal cavity. interestingly, there was no internal organ invasion. Only into surrounding muscles in pelvis area. No gross mets in other organs, no enlarged LNs in axilla or elsewhere.
FFPE for lung, liver, tumor recur
Tumor recur: FFPEx1, FFx2, TPx2, VFx4",,,,"tumor cells in the edge of lung? Cavity in liver, huge recurred tumor",,,,,,2/6/19,5/1/19,5/29/19,4/28/19,,,,,,,,1/31/19,746.0,2/5/19,966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/09/2018,11/18/18,L,MFP,10wks,NSG,X3629-162,PBC03629,SA1146,3,,,,,,,,,3154,HL181118,,,"PTR on Jan15/19, Hard mass, minor bleeding","Euth on Jul 29/19, large tumor recur, attached to skin, ulcerated, no invasion into surroundings or peritoneum.
Tumor recur: FFPEx1, FFx2, VFx2",,,,,,,,,,1/15/19,4/9/19,5/7/19,7/29/19,,,,,,,,1/2/19,353.9,1/7/19,430.3,1/10/19,624.4,1/14/19,1228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/09/2018,11/18/18,B,MFP,10wks,NSG,X3629-163,PBC03629,SA1146,3,,,,,,,,,3155,HL181118,,,"PTR on Jan2/19, Hard mass, small bleeding","Euth on Jul 29/19, no tumor recur or gross metastasis. Lung:FFPEx1",,,,,,,,,,1/2/19,3/27/19,4/24/19,7/29/19,,,,,,,,12/20/18,469.6,12/24/18,809.7,1/2/19,1243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/09/2018,11/18/18,N,MFP,10wks,NSG,X3629-164,PBC03629,SA1146,3,,,,,,,,,3156,HL181118,,,"PTR on Jan2/19, Hard mass, minor bleeding","Euth on Jul 29/19, no tumor recur or gross metastasis. Lung:FFPEx1",,,,,,,,,,1/2/19,3/27/19,4/24/19,7/29/19,,,,,,,,12/20/18,513.9,12/24/18,717.6,1/2/19,1283.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018,7/30/18,N,SQ,,NRG,X0011-23644,CBX011,SA535,5,,,,,,,,,2888,FK180730(1),,,"PTR on Nov21/18, Hard mass attached to skin, skin partially removed during surgery, minor bleeding","Euth on Jul 29/19, no tumor recur or gross metastasis. Lung:FFPEx1",,,,multiple micrometastasis in lung,,,,,,11/21/18,2/13/19,3/13/19,1/10/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/09/2018,11/27/18,R,MFP,11wks,NSG,X1991-11,CID0003466,,2,,,,,,,,,3157,HL181127,,,"PTR on Mar19/19, easily removed, minor bleeding","Euth on Jul9/19, tumor recur, axillary, abdominal mass
Lung, Axim, AbdM, TuRec",,,,,,,,,,3/19/19,6/11/19,7/9/19,7/9/19,,,,,,,,1/24/19,74.3,1/29/19,74.3,1/31/19,85.8,05/02/2019,100.1,2/7/19,133.4,2/11/19,229.1,2/14/19,140.2,2/18/19,270.8,20/02/2019,246.4,2/25/19,246.4,2/28/19,253.4,3/4/19,281.9,3/7/19,313.2,3/11/19,560.2,3/14/19,585.6,3/18/19,512.4,,,7/1/19,300.4,7/4/19,411.9,7/8/19,555.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/09/2018,11/27/18,L,MFP,11wks,NSG,X1991-12,CID0003466,,2,,,,,,,,,3158,HL181127,,,"PTR on Mar4/19, Large mass, easily removed, minor bleeding, compressed.","Euth on Apr5/19, recurrent mass (10x8x6), No gross mets in organs
Brain, Lung, Liver: FFPEx1, Tumor Recur:FFPEx1, FFx2, VFx4",,,,Multiple metastatic lesions in lung,,,,,,3/4/19,5/27/19,6/24/19,4/5/19,,,,,,,,1/24/19,170.4,1/29/19,170.4,1/31/19,186.7,05/02/2019,208,2/7/19,260.3,2/11/19,511.5,2/14/19,368.5,2/18/19,479,20/02/2019,494.4,2/25/19,575.8,2/28/19,743.6,,,3/21/19,239.2,3/25/19,286.6,3/28/19,286.6,4/1/19,322.9,4/4/19,516.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/09/2018,11/27/18,B,MFP,11wks,NSG,X1991-13,CID0003466,,2,,,,,,,,,3159,HL181127,,,"PTR on Mar11/19, two separate mass (10x6x6, 10x6x6), peritoneum could've been opened.","Euth on Jun11/19, sick report score 5, multiple abdominal metastasis with ascites. No specimen collected.",,,,,,,,,,3/11/19,6/3/19,7/1/19,6/11/19,,,,,,,,1/29/19,59.7,1/31/19,85.8,2/5/19,119.5,2/7/19,197.2,2/11/19,396.3,2/14/19,134.7,2/18/19,277.1,20/02/2019,308.3,2/25/19,308.3,2/28/19,356.1,3/4/19,383.3,3/7/19,458.50,3/11/19,593.9,3/25/19,53.7,3/28/19,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/09/2018,11/27/18,N,MFP,11wks,NSG,X1991-14,CID0003466,,2,,,,,,,,,3160,HL181127,,,"PTR on Mar4/19, Large mass, easily removed, did not recover from anesthesia. No grossly abnormal findings.",,,,,,,,,,,3/11/19,6/3/19,7/1/19,3/11/19,,,,,,,,1/24/19,44.3,1/29/19,44.3,1/31/19,58.7,05/02/2019,91,2/7/19,124.2,2/11/19,250.7,2/14/19,214,2/18/19,290.4,20/02/2019,232.7,2/25/19,339.2,2/28/19,355.9,3/4/19,421.9,3/7/19,675.2,3/11/19,1012.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018,7/30/18,R,SQ,,NRG,X0011-2364B,CBX011,SA535,5,,,,,,,,,2896,FK180730(3),,,,,,,,,,,,,,12/12/18,3/6/19,4/3/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/10/2018,1/14/19,R,MFP,12wks,NRG,X1971-4431,CID0003463,,4,,,,,,,,,3251,HL190114(1),,,"PTR on Mar4/19, hard mass, easily removed, minor bleeding","Euth on May5/19 by staff, gasping and rolling, score 5.",,,,,,,,,,3/4/19,5/27/19,6/24/19,5/5/19,,,,,,,,2/25/19,539.7,2/28/19,875.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/10/2018,1/14/19,L,MFP,12wks,NRG,X1971-4432,CID0003463,,4,,,,,,,,,3252,HL190114(1),,,"PTR on Mar5/19, hard mass, easily removed, minor bleeding","Sick report, May5/19, General illness, tumor recur",,,,,,,,,,3/5/19,5/28/19,6/25/19,5/5/19,,,,,,,,2/25/19,320.7,2/28/19,649.2,3/4/19,1332.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/10/2018,1/14/19,B,MFP,12wks,NRG,X1971-4433,CID0003463,,4,,,,,,,,,3253,HL190114(1),,,,,,,,,,,,,,,,,3/8/19,,,,,,,,2/25/19,286.2,2/28/19,312.8,3/4/19,508.2,3/7/19,1298.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/10/2018,1/14/19,N,MFP,12wks,NRG,X1971-4434,CID0003463,,4,,,,,,,,,3254,HL190114(1),,,"PTR on Mar5/19, hard mass, easily removed, minor bleeding",,,,,,,,,,,3/5/19,5/28/19,6/25/19,,,,,,,,,2/25/19,246.3,2/28/19,405.8,3/4/19,671.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/10/2018,1/14/19,R,MFP(sgRNA),12wks,NRG,X1971-4435,CID0003463,,4,,,,,,,,,3255,HL190114(2),,,"PTR on Feb20/19, hard mass, easily removed, minor bleeding","Euth on May9/19, sick score5, left tilt: brain tumor at skull base, no other gross mets
BrainT:FFPEx1, FFx1, VFx3, Lung:FFPEx1",,,,brain tumor cells,,,,,,2/20/19,5/15/19,6/12/19,5/9/19,,,,,,,,2/14/19,377.6,2/18/19,769.6,,,3/21/19,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/10/2018,1/14/19,L,MFP(sgRNA),12wks,NRG,X1971-4436,CID0003463,,4,,,,,,,,,3256,HL190114(2),,,"PTR on Feb26/19, hard mass, easily removed, minor bleeding","Euth Apr30/19 by staff, sick score5, head tilt, rolling/ no tumor recurrence",,,,,,,,,,2/26/19,5/21/19,6/18/19,4/30/19,,,,,,,,2/14/19,307.7,2/18/19,494.9,2/20/19,746,2/25/19,896.9,,,3/21/19,68.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/10/2018,1/14/19,B,MFP(sgRNA),12wks,NRG,X1971-4437,CID0003463,,4,,,,,,,,,3257,HL190114(2),,,"PTR on Feb26/19, hard mass, easily removed, minor bleeding","Euth May1/19, sick, hunched, pale, weight loss, head tilt to left/ Tumor recur, brain mass removed, No other specific finding
Lung:FFPEx1, BrainT:FFPEx1, VFx1, TuRec:FFPEx1, FFx2, TPx2, VFx4",,,,negative for lung,,,,,,2/26/19,5/21/19,6/18/19,5/1/19,,,,,,,,2/18/19,182.4,2/20/19,267.7,2/25/19,476.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/10/2018,1/14/19,N,,12wks,NRG,X1971-4438,CID0003463,,4,,,,,,,,,3258,HL190114(2),not injected,,,"Euth on May27/19 by staff, moribund",,,,,,,,,,,,,5/27/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/18/19,R,MFP,11wks,NSG,X0011-23617,CBX011,SA535,5,,,,,,,,,3262,HL190118(1),,,"PTR on Jun12/19 (14x8x8), hard mass, easily removed, minor bleeding","Euth on Sep5/19 d/t ulcerated tumor, Small tumor recur x3 were found, left axillart mets, no other gross mets.
Lung: FFPEx1, VF x2(Lung dissociation + Mouse depletion), 1) Live = 8.75 x 105, Dead = 4.4 x 105, viability = 66.5%, 2) Live = 7.44 x 105, Dead = 5.23 x 105, viability = 58.7%, 8.09 x 105 live cells before freezing
TuRec: FFPEx1, FFx2, VFx2, AxiM: FFPEx1, FFx2, VFx3",,,,,,,,,,6/12/19,9/4/19,10/2/19,9/5/19,12 weeks,33 weeks,,,,,,29/04/2019,161.0,5/2/19,193.1,5/6/19,215.4,5/9/19,215.4,5/13/19,270.3,5/16/19,296,5/20/19,351.1,5/23/19,369,5/27/19,446.5,5/30/19,485.7,6/3/19,577.2,6/6/19,616.7,6/10/19,645.5,8/29/19,96,9/2/19,107.6,9/5/19,132.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/18/19,L,MFP,11wks,NSG,X0011-23618,CBX011,SA535,5,,,,,,,,,3263,HL190118(1),,,"PTR on Jun25/19, small mass, easily removed, minor bleeding. OCTx1, FFx2, TPx2, VFx4 (no FFPE)","Euth on Oct22/19, recurred tumor, left axillary mets, single liver metastasis (~4mm), 
Lung:FFPEx1, VFx2(Lung dissociation only), Liver:FFPEx1, FFx1, VFx1(tumor dissociation kit, 1)Live = 3.4x104, Dead = 2.13x105, Total = 2.48x105, via 13.9%, 2)6.2x104, 3.16x105, 3.78x105, via 16.4%)
TuRec:FFPEx1, OCTx1, FFx2, VFx4, AxiM:FFPEx1, OCTx1, FFx1, VFx2",,,,,,,,,,6/25/19,9/17/19,10/15/19,10/22/19,22 weeks,35 weeks,9/20/19,,,,,5/23/19,154.8,5/27/19,232.8,5/30/19,247.7,6/3/19,253.4,6/6/19,302.8,6/10/19,317.3,6/13/19,344.9,6/17/19,352.2,6/20/19,393.6,6/24/19,429.6,,,,,,,8/29/19,138.4,9/2/19,138.4,9/5/19,103.1,9/9/19,173.3,9/12/19,207.6,9/16/19,237.2,9/19/19,266.2,9/23/19,266.2,9/26/19,294.2,9/30/19,359.6,10/3/19,374.3,10/7/19,419.2,10/10/19,578.2,10/14/19,583.5,10/17/19,639.9,10/21/19,656.5,,,,,,,,,,,,,,,,,,,,
,1/18/19,B,MFP,11wks,NSG,X0011-23619,CBX011,SA535,5,,,,,,,,,3264,HL190118(1),,,"PTR on Jun4/19 (14x10x8), passaged into 4 mice + 4mice with Peter's library transduction, no FFPE","Euth on Sep16/19 d/t recurred tumor, large tumor recurrence invading into surrounding muscle and bone, no axillary mets
Lung: FFPEx1, VF x2(Lung dissociation + Mouse depletion), 1) Live = 8.75 x 105, Dead = 4.4 x 105, viability = 66.5%, 2) Live = 7.44 x 105, Dead = 5.23 x 105, viability = 58.7%, 8.09 x 105 live cells before freezing
TuRec: FFPEx1, FFx2, VFx2(ST), VFx2(MCS)",,,,,,,,,,6/4/19,8/27/19,9/24/19,9/16/19,9 weeks,34 weeks,,,,,,29/04/2019,269.6,5/2/19,300.4,5/6/19,348,5/9/19,348,5/13/19,395.8,5/16/19,454.6,5/20/19,611.1,5/23/19,942.1,5/27/19,955.9,5/30/19,993.6,6/3/19,1256.7,,,,,8/29/19,275.2,9/2/19,446.1,9/5/19,292.9,9/9/19,651.8,9/12/19,887.1,9/16/19,887.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/18/19,N,MFP,11wks,NSG,X0011-2361A,CBX011,SA535,5,,,,,,,,,3265,HL190118(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/18/19,R,MFP,11wks,NSG,X0011-2361521,CBX011,SA535,7,,,,,,,,,3266,HL190118(2),,,"PTR on Mar12/19, hard mass, easily removed","Euth on May26/19, Recurred tumor x2 (10x10x8, 8x8x6), small axillary mets, intraabdominal mass firmly attached to lumbar spine
Lung:FFPEx1, VFx2(only gentle macs dissociated), AbdM:FFPEx1, FFx1, VFx2, TuRec:FFPEx1, FFx2, VFx4","Primary (SA535X7XB09473, Box17, G3)",,,multiple lung metastasis,,,,,,3/12/19,6/4/19,7/2/19,5/26/19,9 weeks,18 weeks,5/16/19,,,,,3/7/19,262.1,3/11/19,553.8,,,5/9/19,226.4,5/13/19,315.2,5/16/19,506.8,5/20/19,665,5/23/19,703.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/18/19,L,MFP,11wks,NSG,X0011-2361522,CBX011,SA535,7,,,,,,,,,3267,HL190118(2),,,"PTR on Mar12/19, hard mass, easily removed","Euth on Jun27/19, Recurred tumor (10x10x10), axillary mets(8x8x8), no other gross mets.
Lung:FFPEx1, VFx2(cold protease + gentle macs dissociated), cell count = 1) Live= 6.84 e+6, Dead=2.75 e+4, Total=6.86 e+6, Viability 99.6%, 2) Live=6.69 e+6, Dead=2.06 e+4, Total= 6.71 e+6, Viability 99.7%
Tumor Recur:FFPEx1, VFx4, AxiM:FFPEx1, VFx2","Primary (SA535X7XB09456, Box17, E4)",,,multiple lung metastasis,,,,,,3/12/19,6/4/19,7/2/19,6/27/19,15 weeks,23 weeks,,,,,,3/7/19,262.1,3/11/19,624,,,5/9/19,69.9,5/13/19,73.7,5/16/19,108.5,5/20/19,165.4,5/23/19,202,5/27/19,285.6,5/30/19,325.2,6/3/19,353.2,6/6/19,382.6,6/10/19,435.7,6/13/19,535.1,6/17/19,727.8,6/20/19,767.6,6/24/19,860.6,6/27/19,942.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/18/19,B,MFP,11wks,NSG,X0011-2361523,CBX011,SA535,7,,,,,,,,,3268,HL190118(2),,,"PTR on Mar12/19, hard mass, easily removed","Euth Jun2/19, Large tumor recur attached to spine, no axillary mets.
Lung:FFPEx1, VFx2(only gentle macs), TuRec:FFPEx1, TPx2, FFx2, VFx4","Primary (SA535X7XB09482, Box17, H3)",,,multiple lung metastasis,,,,,,3/12/19,6/4/19,7/2/19,6/2/19,9 weeks,19 weeks,5/16/19,,,,,3/7/19,383.3,3/11/19,565.7,,,5/9/19,89.1,5/13/19,727.7,5/16/19,185.7,5/20/19,284.7,5/23/19,346.1,5/27/19,740,5/30/19,746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/18/19,N,MFP,11wks,NSG,X0011-2361524,CBX011,SA535,7,,,,,,,,,3269,HL190118(2),,,"PTR on Mar12/19, hard mass, easily removed","Euth May10/19, Large tumor recur, small left axillary mets
Lung:FFPEx1, Tumor recur:FFPEx1, FFx2, VFx4, AxiM:FFPEx1, VFx2","Primary (SA535X7XB09464, Box17, F3)",,,"Axillary mets, multiple lung metastasis",,,,,,3/12/19,6/4/19,7/2/19,5/10/19,8 weeks,16 weeks,,,,,,3/7/19,244.9,3/11/19,661.1,,,5/9/19,981.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/10/2018,1/20/19,R,MFP,13wks,NRG,X0847-2161,VBA0847,SA919,4,,,,,,,,,3270,HL190120,,,"PTR on Apr7/19, easily removed, minimal bleeding","Sick report on Sep6/19, hunched, ruffled, and mildly pale, orbittal tightening.
Euth on Sep6/19, no gross mets. 
Lung:FFPEx1","Primary (SA919X4XB09552, Box18, G1)",,,,,,,,,4/7/19,6/30/19,7/28/19,9/6/19,21 weeks,32 weeks,,,,,,3/11/19,146.0,3/14/19,67.5,3/18/19,83.7,3/21/19,87.1,3/25/19,163.9,3/28/19,183.7,4/1/19,364.4,4/4/19,501.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/10/2018,1/20/19,L,MFP,13wks,NRG,X0847-2162,VBA0847,SA919,4,,,,,,,,,3271,HL190120,,,"PTR on Apr2/19, easily removed, minor bleeding","Sick report on Aug24/19, self-isolated with a head tilt, pale, weak, not moving around, score 4.
Euth on Aug 24/19, no gross metastasis, could not find any reason for sickness. Left lower lumbar structure was collected for histology.
Lung:FFPE, Lumbar:FFPE","Primary (SA919X4XB09535, Box18, E2)",,,,,,,,,4/2/19,6/25/19,7/23/19,8/24/19,20 weeks,31 weeks,,,,,,3/11/19,167.6,3/14/19,156,3/18/19,205.5,3/21/19,212.9,3/25/19,325.9,3/28/19,423.1,4/1/19,583.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/10/2018,1/20/19,B,MFP,13wks,NRG,X0847-2163,VBA0847,SA919,4,,,,,,,,,3272,HL190120,,,"PTR on Mar19/19, easily removed, minor bleeding","Euth on Jul17/19, hind leg paralysis. Small mass at right abdomen between kidney and liver (AbdM), Left paraspinal mass near left kidney without direct invasion to spine (SpinM). No definite cause found for paralysis.
Lung:FFPEx1, AbdM:FFPEx1, SpinM:FFPEx1, FFx1, VFx2","Primary (SA919X4XB09510, Box18, B4)",,,abdominal mass and spinal mass but no lung mets,,,,,,3/19/19,6/11/19,7/9/19,7/17/19,17 weeks,25 weeks,,,,,,3/4/19,141.2,3/7/19,191.1,3/11/19,262.9,14/03/2019,346.2,18/03/2019,561.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/10/2018,1/20/19,N,MFP,13wks,NRG,X0847-2164,VBA0847,SA919,4,,,,,,,,,3273,HL190120,,,"PTR on Apr7/19, easily removed,minor bleeding","Sick report Aug18/19, pale, ruffled and quite weak in the hind end. Large left axillary mass
Euth on Aug19/19, huge mass on left axillary area (14x10x10) but it does not seem to be in axillary area, more likely in subcue space outside of chest wall, another smaller paraspinal mass at left retroperitoneal space, right behind left kidney.
Lung:FFPE, Axim:FFPEx1, FFx2, VFx4, Lumbar:FFPEx1, FFx1, VFx3","Primary (SA919X4XB09563, Box18, H3): submitted on Sep18/19
Axillary (SA919X4XB40503, Box24, B9)
Lumbar (SA919X4XB40509, Box24, C6)",,,,,,,,,4/7/19,6/30/19,7/28/19,8/19/19,19 weeks,30 weeks,,,,,,3/21/19,89.5,3/25/19,181.2,3/28/19,181.2,4/1/19,265.1,4/4/19,334.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/11/2018,1/22/19,R,MFP,12wks,NRG,X1986-31,CID0003465,,2,,,,,,,,,3282,HL190122(1),,,"PTR on May7/19,  hard mass, easily removed, minimal bleeding","Euth on Jul 16/19, Left axillary mets (10x8x8), no other gross mets
AxiM:FFPEx1, FFx2, VFx2, Lung:FFPEx1",,,,,,,,,,5/7/19,7/30/19,8/27/19,7/16/19,,,,,,,,4/1/19,237.3,4/4/19,252.3,4/8/19,252.3,4/11/19,252.3,4/15/19,352.2,4/18/19,359.6,4/23/19,455,4/25/19,476,4/29/19,604.3,5/2/19,667.5,5/6/19,733.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/11/2018,1/22/19,L,MFP,12wks,NRG,X1986-32,CID0003465,,2,,,,,,,,,3283,HL190122(1),,,"PTR on May21/19, hard mass, easily removed, minor bleeding. Tumor (10x10x8): FFPEx1, FFx2, TPx2, VFx4","Euth on Jul 16/19, Left axillary mets (8x8x6), no other gross mets
AxiM:FFPEx1, FFx2, VFx2, Lung:FFPEx1",,,,,,,,,,5/21/19,8/14/19,9/11/19,7/16/19,,,,,,,,4/11/19,93.0,4/15/19,115.8,4/18/19,119.5,4/23/19,152.9,4/25/19,175.8,4/29/19,204.4,5/2/19,248,5/6/19,306.2,5/9/19,387.5,5/13/19,454.9,5/16/19,487,5/20/19,637.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
